year,title,authors,author_data
2018,DETECTING ADVERSARIAL PERTURBATIONS WITH SALIENCY,"[ 'https://www.semanticscholar.org/author/Zuochang-Ye/39197645', 'https://www.semanticscholar.org/author/Chiliang-Zhang/40900301', 'https://www.semanticscholar.org/author/Deli-Zhao/1678783']","[{'Publications': '78', 'h-index': '13', 'Citations': '457', 'Highly Influential Citations': '28'}, {'Publications': '4', 'h-index': '3', 'Citations': '37', 'Highly Influential Citations': '4'}, {'Publications': '40', 'h-index': '16', 'Citations': '1375', 'Highly Influential Citations': '182'}]"
2018,Complex- and Real-Valued Neural Network Architectures,"['https://www.semanticscholar.org/author/Suresh-Manandhar/52022374', 'https://www.semanticscholar.org/author/Nils-M%C3%B6nning/72020141']","[{'Publications': '25', 'h-index': '5', 'Citations': '302', 'Highly Influential Citations': '28'}, {'Publications': '3', 'h-index': '1', 'Citations': '3', 'Highly Influential Citations': '2'}]"
2018,HyperNetworks with statistical filtering for defending adversarial examples,"['https://www.semanticscholar.org/author/Takayuki-Okatani/1718872', 'https://www.semanticscholar.org/author/Mete-Ozay/2159942', 'https://www.semanticscholar.org/author/Zhun-Sun/3458345']","[{'Publications': '158', 'h-index': '20', 'Citations': '1,506', 'Highly Influential Citations': '134'}, {'Publications': '62', 'h-index': '12', 'Citations': '669', 'Highly Influential Citations': '49'}, {'Publications': '16', 'h-index': '5', 'Citations': '58', 'Highly Influential Citations': '5'}]"
2019,Exponentially Decaying Flows for Optimization in Deep Learning,"['https://www.semanticscholar.org/author/Kenta-Nakamura/2057298', 'https://www.semanticscholar.org/author/Mitsuharu-Takeori/2286398']","[{'Publications': '83', 'h-index': '17', 'Citations': '833', 'Highly Influential Citations': '45'}, {'Publications': '3', 'h-index': '1', 'Citations': '9', 'Highly Influential Citations': '0'}]"
2019,In search of theoretically grounded pruning,"['https://www.semanticscholar.org/author/Filip-Svoboda/32423477', 'https://www.semanticscholar.org/author/Nicholas-D.-Lane/144948031', 'https://www.semanticscholar.org/author/Edgar-Liberis/25674299']","[{'Publications': '13', 'h-index': '1', 'Citations': '5', 'Highly Influential Citations': '0'}, {'Publications': '171', 'h-index': '46', 'Citations': '11,518', 'Highly Influential Citations': '683'}, {'Publications': '8', 'h-index': '3', 'Citations': '38', 'Highly Influential Citations': '2'}]"
2019,Structured Content Preservation for Unsupervised Text Style Transfer,"['https://www.semanticscholar.org/author/Youzhi-Tian/80281511', 'https://www.semanticscholar.org/author/Zhiting-Hu/2749311', 'https://www.semanticscholar.org/author/Zhou-Yu/144007938']","[{'Publications': '2', 'h-index': '2', 'Citations': '22', 'Highly Influential Citations': '5'}, {'Publications': '64', 'h-index': '29', 'Citations': '3,398', 'Highly Influential Citations': '371'}, {'Publications': '501', 'h-index': '22', 'Citations': '2,473', 'Highly Influential Citations': '195'}]"
2019,Advanced Neuroevolution: A gradient-free algorithm to train Deep Neural Networks,"['https://www.semanticscholar.org/author/Ahmed-Aly/145501912', 'https://www.semanticscholar.org/author/David-Weikersdorfer/1711006', 'https://www.semanticscholar.org/author/Claire-Delaunay/66447342']","[{'Publications': '29', 'h-index': '3', 'Citations': '32', 'Highly Influential Citations': '2'}, {'Publications': '15', 'h-index': '9', 'Citations': '382', 'Highly Influential Citations': '29'}, {'Publications': '7', 'h-index': '0', 'Citations': '0', 'Highly Influential Citations': '0'}]"
2019,Bridging HMMs and RNNs through Architectural Transformations,"['https://www.semanticscholar.org/author/Yonatan-Bisk/3312309', 'https://www.semanticscholar.org/author/Yejin-Choi/1699545', 'https://www.semanticscholar.org/author/Jan-Buys/144685020']","[{'Publications': '43', 'h-index': '17', 'Citations': '1,175', 'Highly Influential Citations': '160'}, {'Publications': '139', 'h-index': '44', 'Citations': '8,744', 'Highly Influential Citations': '1,040'}, {'Publications': '19', 'h-index': '8', 'Citations': '407', 'Highly Influential Citations': '60'}]"
2019,Learning with Little Data: Evaluation of Deep Learning Algorithms,"['https://www.semanticscholar.org/author/Stefan-Riedelbauch/3391026', 'https://www.semanticscholar.org/author/Andreas-Look/41178340']","[{'Publications': '46', 'h-index': '6', 'Citations': '84', 'Highly Influential Citations': '2'}, {'Publications': '7', 'h-index': '1', 'Citations': '3', 'Highly Influential Citations': '0'}]"
2019,Hierarchical Deep Reinforcement Learning Agent with Counter Self-play  on Competitive Games ,"['https://www.semanticscholar.org/author/Trevor-Darrell/1753210', 'https://www.semanticscholar.org/author/Keiran-Paster/73775191', 'https://www.semanticscholar.org/author/Sergey-Levine/1736651', 'https://www.semanticscholar.org/author/Qibin-Chen/50282546', 'https://www.semanticscholar.org/author/Pieter-Abbeel/1689992', 'https://www.semanticscholar.org/author/Haoran-Tang/4990833', 'https://www.semanticscholar.org/author/Huazhe-Xu/3286703']","[{'Publications': '561', 'h-index': '114', 'Citations': '95,486', 'Highly Influential Citations': '11,728'}, {'Publications': '1', 'h-index': '1', 'Citations': '1', 'Highly Influential Citations': '0'}, {'Publications': '310', 'h-index': '74', 'Citations': '25,630', 'Highly Influential Citations': '3,323'}, {'Publications': '5', 'h-index': '3', 'Citations': '57', 'Highly Influential Citations': '14'}, {'Publications': '441', 'h-index': '98', 'Citations': '38,980', 'Highly Influential Citations': '4,590'}, {'Publications': '17', 'h-index': '3', 'Citations': '652', 'Highly Influential Citations': '95'}, {'Publications': '14', 'h-index': '7', 'Citations': '822', 'Highly Influential Citations': '102'}]"
2019,Label Smoothing and Logit Squeezing: A Replacement for Adversarial Training?,"['https://www.semanticscholar.org/author/Furong-Huang/40070055', 'https://www.semanticscholar.org/author/Amin-Ghiasi/115752784', 'https://www.semanticscholar.org/author/Ali-Shafahi/3246287', 'https://www.semanticscholar.org/author/Tom-Goldstein/1962083']","[{'Publications': '130', 'h-index': '21', 'Citations': '1,879', 'Highly Influential Citations': '192'}, {'Publications': '6', 'h-index': '4', 'Citations': '120', 'Highly Influential Citations': '16'}, {'Publications': '32', 'h-index': '9', 'Citations': '470', 'Highly Influential Citations': '49'}, {'Publications': '98', 'h-index': '29', 'Citations': '6,632', 'Highly Influential Citations': '741'}]"
2019,Rotation Equivariant Networks via Conic Convolution and the DFT,"['https://www.semanticscholar.org/author/M.-N.-Do/144075307', 'https://www.semanticscholar.org/author/Jian-Ma/145608501', 'https://www.semanticscholar.org/author/Benjamin-Chidester/2252364']","[{'Publications': '29', 'h-index': '6', 'Citations': '246', 'Highly Influential Citations': '7'}, {'Publications': '34', 'h-index': '9', 'Citations': '384', 'Highly Influential Citations': '4'}, {'Publications': '13', 'h-index': '3', 'Citations': '40', 'Highly Influential Citations': '4'}]"
2019,GradMix: Multi-source Transfer across Domains and Tasks,"['https://www.semanticscholar.org/author/Ziwei-Xu/2649420', 'https://www.semanticscholar.org/author/Junnan-Li/47786521', 'https://www.semanticscholar.org/author/Mohan-S.-Kankanhalli/1744045', 'https://www.semanticscholar.org/author/Yongkang-Wong/3026404', 'https://www.semanticscholar.org/author/Qi-Zhao/47521917']","[{'Publications': '44', 'h-index': '12', 'Citations': '464', 'Highly Influential Citations': '19'}, {'Publications': '5', 'h-index': '3', 'Citations': '81', 'Highly Influential Citations': '3'}, {'Publications': '449', 'h-index': '46', 'Citations': '9,219', 'Highly Influential Citations': '486'}, {'Publications': '69', 'h-index': '17', 'Citations': '1,074', 'Highly Influential Citations': '93'}, {'Publications': '451', 'h-index': '44', 'Citations': '18,264', 'Highly Influential Citations': '929'}]"
2019,Understanding and Improving Sequence-Labeling NER with Self-Attentive LSTMs,"['https://www.semanticscholar.org/author/Wei-Yun-Ma/1749660', 'https://www.semanticscholar.org/author/Peng-Hsuan-Li/24899768']","[{'Publications': '53', 'h-index': '9', 'Citations': '498', 'Highly Influential Citations': '32'}, {'Publications': '11', 'h-index': '2', 'Citations': '32', 'Highly Influential Citations': '8'}]"
2019,Differentiable Greedy Networks,"['https://www.semanticscholar.org/author/Rasool-Fakoor/2915023', 'https://www.semanticscholar.org/author/Amanjit-Kainth/79923345', 'https://www.semanticscholar.org/author/Abdel-rahman-Mohamed/40360972', 'https://www.semanticscholar.org/author/Siamak-Shakeri/2944868', 'https://www.semanticscholar.org/author/Abhinav-Sethy/3027446', 'https://www.semanticscholar.org/author/Thomas-Powers/143767013', 'https://www.semanticscholar.org/author/Ruhi-Sarikaya/1705701']","[{'Publications': '16', 'h-index': '5', 'Citations': '167', 'Highly Influential Citations': '7'}, {'Publications': '2', 'h-index': '1', 'Citations': '4', 'Highly Influential Citations': '2'}, {'Publications': '56', 'h-index': '28', 'Citations': '20,771', 'Highly Influential Citations': '1,198'}, {'Publications': '9', 'h-index': '2', 'Citations': '9', 'Highly Influential Citations': '2'}, {'Publications': '100', 'h-index': '25', 'Citations': '1,733', 'Highly Influential Citations': '107'}, {'Publications': '31', 'h-index': '9', 'Citations': '636', 'Highly Influential Citations': '36'}, {'Publications': '121', 'h-index': '27', 'Citations': '2,644', 'Highly Influential Citations': '171'}]"
2019,Efficient Federated Learning via Variational Dropout,"['https://www.semanticscholar.org/author/Xiao-Zeng/143955551', 'https://www.semanticscholar.org/author/Mi-Zhang/144315664', 'https://www.semanticscholar.org/author/Wei-Du/47049513', 'https://www.semanticscholar.org/author/Ming-Yan/143689941']","[{'Publications': '65', 'h-index': '12', 'Citations': '750', 'Highly Influential Citations': '48'}, {'Publications': '32', 'h-index': '9', 'Citations': '955', 'Highly Influential Citations': '80'}, {'Publications': '82', 'h-index': '13', 'Citations': '1,051', 'Highly Influential Citations': '64'}, {'Publications': '49', 'h-index': '10', 'Citations': '471', 'Highly Influential Citations': '14'}]"
2019,Applications of Gaussian Processes in Finance,"['https://www.semanticscholar.org/author/Nils-Bertschinger/1750120', 'https://www.semanticscholar.org/author/Rajbir-S.-Nirwan/90230698']","[{'Publications': '53', 'h-index': '17', 'Citations': '1,372', 'Highly Influential Citations': '127'}, {'Publications': '2', 'h-index': '1', 'Citations': '1', 'Highly Influential Citations': '0'}]"
2019,An Attention-Based Model for Learning Dynamic Interaction Networks,"['https://www.semanticscholar.org/author/HongYun-Cai/143754377', 'https://www.semanticscholar.org/author/Vincent-Wenchen-Zheng/3113725', 'https://www.semanticscholar.org/author/Sandro-Cavallari/8381543',  'https://www.semanticscholar.org/author/Erik-Cambria/49943757']","[{'Publications': '33', 'h-index': '8', 'Citations': '890', 'Highly Influential Citations': '68'}, {'Publications': '85', 'h-index': '23', 'Citations': '3,267', 'Highly Influential Citations': '237'}, {'Publications': '10', 'h-index': '4', 'Citations': '187', 'Highly Influential Citations': '15'}, {'Publications': '330', 'h-index': '65', 'Citations': '13,793', 'Highly Influential Citations': '765'}]"
2019,Modeling Evolution of Language Through Time with Neural Networks,"['https://www.semanticscholar.org/author/Ludovic-Denoyer/8905591', 'https://www.semanticscholar.org/author/Sylvain-Lamprier/1782552', 'https://www.semanticscholar.org/author/Edouard-Delasalles/32278921']","[{'Publications': '129', 'h-index': '23', 'Citations': '3,309', 'Highly Influential Citations': '550'}, {'Publications': '58', 'h-index': '7', 'Citations': '275', 'Highly Influential Citations': '35'}, {'Publications': '7', 'h-index': '1', 'Citations': '20', 'Highly Influential Citations': '1'}]"
2019,Knowledge Representation for Reinforcement Learning using General Value Functions,"['https://www.semanticscholar.org/author/Shibl-Mourad/49501871', 'https://www.semanticscholar.org/author/Gheorghe-Comanici/1819858', 'https://www.semanticscholar.org/author/Sasha-Vezhnevets/1395042430', 'https://www.semanticscholar.org/author/Eser-Aygun/46236696', 'https://www.semanticscholar.org/author/Shaobo-Hou/3108448', ""https://www.semanticscholar.org/author/Andr'e-Barreto/143999668"", 'https://www.semanticscholar.org/author/Doina-Precup/144368601', 'https://www.semanticscholar.org/author/Daniel-Kenji-Toyama/1393948967', 'https://www.semanticscholar.org/author/Philippe-Hamel/48080691']","[{'Publications': '13', 'h-index': '2', 'Citations': '46', 'Highly Influential Citations': '4'}, {'Publications': '10', 'h-index': '4', 'Citations': '68', 'Highly Influential Citations': '5'}, {'Publications': '2', 'h-index': '0', 'Citations': '0', 'Highly Influential Citations': '0'}, {'Publications': '7', 'h-index': '1', 'Citations': '4', 'Highly Influential Citations': '0'}, {'Publications': '14', 'h-index': '8', 'Citations': '305', 'Highly Influential Citations': '8'}, {'Publications': '5', 'h-index': '3', 'Citations': '26', 'Highly Influential Citations': '3'}, {'Publications': '327', 'h-index': '39', 'Citations': '10,842', 'Highly Influential Citations': '1,140'}, {'Publications': '2', 'h-index': '1', 'Citations': '1', 'Highly Influential Citations': '0'}, {'Publications': '28', 'h-index': '6', 'Citations': '1,875', 'Highly Influential Citations': '134'}]"
2019,Geometric Operator Convolutional Neural Network,"['https://www.semanticscholar.org/author/Zhouwang-Yang/2016529', 'https://www.semanticscholar.org/author/Yangling-Ma/80481484', 'https://www.semanticscholar.org/author/Yixin-Luo/1792917']","[{'Publications': '69', 'h-index': '13', 'Citations': '1,040', 'Highly Influential Citations': '50'}, {'Publications': '2', 'h-index': '1', 'Citations': '2', 'Highly Influential Citations': '1'}, {'Publications': '38', 'h-index': '16', 'Citations': '1,227', 'Highly Influential Citations': '91'}]"
2019,Online Bellman Residue Minimization via Saddle Point Optimization,"['https://www.semanticscholar.org/author/Tong-Zhang/38144094', 'https://www.semanticscholar.org/author/Zhuoran-Yang/3069462', 'https://www.semanticscholar.org/author/Cheng-Zhou/144909482', 'https://www.semanticscholar.org/author/Han-Liu/145508089']","[{'Publications': '216', 'h-index': '32', 'Citations': '3,396', 'Highly Influential Citations': '325'}, {'Publications': '49', 'h-index': '12', 'Citations': '557', 'Highly Influential Citations': '73'}, {'Publications': '99', 'h-index': '12', 'Citations': '619', 'Highly Influential Citations': '28'}, {'Publications': '447', 'h-index': '40', 'Citations': '6,678', 'Highly Influential Citations': '426'}]"
2019,Dual Importance Weight GAN,"['https://www.semanticscholar.org/author/Gahye-Lee/52168937', 'https://www.semanticscholar.org/author/Seungkyu-Lee/98259074']","[{'Publications': '3', 'h-index': '0', 'Citations': '0', 'Highly Influential Citations': '0'}, {'Publications': '10', 'h-index': '2', 'Citations': '7', 'Highly Influential Citations': '1'}]"
2019,Explainable Adversarial Learning: Implicit Generative Modeling of Random Noise during Training for Adversarial Robustness,"['https://www.semanticscholar.org/author/Priyadarshini-Panda/9352814', 'https://www.semanticscholar.org/author/Kaushik-Roy/143884690']","[{'Publications': '66', 'h-index': '15', 'Citations': '674', 'Highly Influential Citations': '45'}, {'Publications': '765', 'h-index': '76', 'Citations': '22,262', 'Highly Influential Citations': '1,551'}]"
2019,Nonlinear Channels Aggregation Networks for Deep Action Recognition,"['https://www.semanticscholar.org/author/Wenbo-Zhang/1786198', 'https://www.semanticscholar.org/author/Cheng-Ouyang/47748577', 'https://www.semanticscholar.org/author/Hongbing-Ji/1696842', 'https://www.semanticscholar.org/author/Zhigang-Zhu/4697712']","[{'Publications': '349', 'h-index': '33', 'Citations': '3,640', 'Highly Influential Citations': '139'}, {'Publications': '52', 'h-index': '11', 'Citations': '486', 'Highly Influential Citations': '29'}, {'Publications': '381', 'h-index': '33', 'Citations': '4,722', 'Highly Influential Citations': '69'}, {'Publications': '182', 'h-index': '22', 'Citations': '2,128', 'Highly Influential Citations': '93'}]"
2019,A SINGLE SHOT PCA-DRIVEN ANALYSIS OF NETWORK STRUCTURE TO REMOVE REDUNDANCY,"['https://www.semanticscholar.org/author/Priyadarshini-Panda/9352814', 'https://www.semanticscholar.org/author/Isha-Garg/48173878', 'https://www.semanticscholar.org/author/Kaushik-Roy/143915672']","[{'Publications': '66', 'h-index': '15', 'Citations': '674', 'Highly Influential Citations': '45'}, {'Publications': '12', 'h-index': '4', 'Citations': '38', 'Highly Influential Citations': '4'}, {'Publications': '135', 'h-index': '20', 'Citations': '1,125', 'Highly Influential Citations': '55'}]"
2019,D2KE: From Distance to Kernel and Embedding via Random Features For Structured Inputs,"['https://www.semanticscholar.org/author/Pradeep-Ravikumar/145969795', 'https://www.semanticscholar.org/author/Fangli-Xu/2392383', 'https://www.semanticscholar.org/author/Lingfei-Wu/50789977', 'https://www.semanticscholar.org/author/Ian-En-Hsu-Yen/2527556', 'https://www.semanticscholar.org/author/Michael-J.-Witbrock/2819135']","[{'Publications': '183', 'h-index': '40', 'Citations': '9,484', 'Highly Influential Citations': '1,254'}, {'Publications': '14', 'h-index': '8', 'Citations': '411', 'Highly Influential Citations': '31'}, {'Publications': '33', 'h-index': '6', 'Citations': '102', 'Highly Influential Citations': '10'}, {'Publications': '52', 'h-index': '12', 'Citations': '531', 'Highly Influential Citations': '72'}, {'Publications': '100', 'h-index': '24', 'Citations': '2,381', 'Highly Influential Citations': '158'}]"
2019,Latent Transformations for Object  View Points Synthesis,"['https://www.semanticscholar.org/author/Nick-Winovich/51117231', 'https://www.semanticscholar.org/author/Sangpil-Kim/46877540', 'https://www.semanticscholar.org/author/Karthik-Ramani/144861331', 'https://www.semanticscholar.org/author/Guang-Lin/145456326']","[{'Publications': '5', 'h-index': '1', 'Citations': '12', 'Highly Influential Citations': '0'}, {'Publications': '22', 'h-index': '6', 'Citations': '776', 'Highly Influential Citations': '160'}, {'Publications': '159', 'h-index': '28', 'Citations': '4,410', 'Highly Influential Citations': '245'}, {'Publications': '152', 'h-index': '23', 'Citations': '1,661', 'Highly Influential Citations': '51'}]"
2019,Network Reparameterization for Unseen Class Categorization,"['https://www.semanticscholar.org/author/Hans-Peter-Graf/1775043', 'https://www.semanticscholar.org/author/Yun-Fu/46956675', 'https://www.semanticscholar.org/author/Martin-Renqiang-Min/5477477', 'https://www.semanticscholar.org/author/Bing-Bai/144490441', 'https://www.semanticscholar.org/author/Kai-Li/49243317']","[{'Publications': '113', 'h-index': '28', 'Citations': '3,797', 'Highly Influential Citations': '424'}, {'Publications': '328', 'h-index': '56', 'Citations': '11,652', 'Highly Influential Citations': '1,176'}, {'Publications': '58', 'h-index': '15', 'Citations': '947', 'Highly Influential Citations': '105'}, {'Publications': '33', 'h-index': '6', 'Citations': '216', 'Highly Influential Citations': '15'}, {'Publications': '1,399', 'h-index': '74', 'Citations': '29,813', 'Highly Influential Citations': '2,734'}]"
