year,title,date,paper_links,author_links
2020,Utility Analysis of Network Architectures for 3D Point Cloud Processing,9/25/19,['https://www.semanticscholar.org/paper/Utility-Analysis-of-Network-Architectures-for-3D-Huang-Zhang/1f0348fd1aa5abebd9d6f1d31bdb45c3fdb017e9'],"['https://www.semanticscholar.org/author/Shikun-Huang/98321260', 'https://www.semanticscholar.org/author/Quanshi-Zhang/22063226', 'https://www.semanticscholar.org/author/Binbin-Zhang/114945298', 'https://www.semanticscholar.org/author/Wen-Zhong-Shen/49668797', 'https://www.semanticscholar.org/author/Zhihua-Wei/143628849']"
2020,Reducing Sentiment Bias in Language Models via Counterfactual Evaluation,11/8/19,['https://www.semanticscholar.org/paper/Reducing-Sentiment-Bias-in-Language-Models-via-Huang-Zhang/76540cdd760f659e1a1ad20ce8b1acc1444f7435'],"['https://www.semanticscholar.org/author/Pushmeet-Kohli/143967473', 'https://www.semanticscholar.org/author/Johannes-Welbl/1851564', 'https://www.semanticscholar.org/author/Vishal-Maini/51965508', 'https://www.semanticscholar.org/author/Po-Sen-Huang/2421691', 'https://www.semanticscholar.org/author/Robert-Stanforth/49860489', 'https://www.semanticscholar.org/author/Dani-Yogatama/1755465', 'https://www.semanticscholar.org/author/Jack-W.-Rae/34269227', 'https://www.semanticscholar.org/author/Ray-Jiang/35076395', 'https://www.semanticscholar.org/author/Huan-Zhang/49723481']"
2020,BERT for Sequence-to-Sequence Multi-Label Text Classification,9/25/19,['https://www.semanticscholar.org/paper/BERT-for-Sequence-to-Sequence-Multi-Label-Text-Yarullin-Serdyukov/b6c03717949949d552a334e4534b93be4aebc802'],"['https://www.semanticscholar.org/author/R.-B.-Yarullin/94927688', 'https://www.semanticscholar.org/author/Pavel-Serdyukov/1708801']"
2020,Boosting Generative Models by Leveraging Cascaded Meta-Models,5/11/19,['https://www.semanticscholar.org/paper/Boosting-Generative-Models-by-Leveraging-Cascaded-Bao-Su/607c9e0e111df2233211a8ca26ecb71e41eac9dd'],"['https://www.semanticscholar.org/author/Jun-Zhu/145254043', 'https://www.semanticscholar.org/author/Hang-Su/144904238', 'https://www.semanticscholar.org/author/Fan-Bao/1798806']"
2020,RAT-SQL: Relation-Aware Schema Encoding and Linking for Text-to-SQL Parsers,9/25/19,['https://www.semanticscholar.org/paper/RAT-SQL%3A-Relation-Aware-Schema-Encoding-and-Linking-Wang-Shin/0c5bc409e62e65f86838968a2a7cdae5fa0b288b'],"['https://www.semanticscholar.org/author/Oleksandr-Polozov/2636739', 'https://www.semanticscholar.org/author/Xiaodong-Liu/46522098', 'https://www.semanticscholar.org/author/Richard-Shin/39428234', 'https://www.semanticscholar.org/author/Bailin-Wang/5535859', 'https://www.semanticscholar.org/author/Margot-Richardson/51027652']"
2020,Shape Features Improve General Model Robustness,9/25/19,['https://www.semanticscholar.org/paper/Shape-Features-Improve-General-Model-Robustness-Xiao-Sun/5c5e9c9c4ab8b0193ce52485e57c02ae473c0f7a'],"['https://www.semanticscholar.org/author/Mingyan-Liu/46331807', 'https://www.semanticscholar.org/author/Han-Lian-Liu/1557362855', 'https://www.semanticscholar.org/author/Chaowei-Xiao/2723309', 'https://www.semanticscholar.org/author/Haonan-Qiu/31567595', 'https://www.semanticscholar.org/author/Bo-Li/46708584', 'https://www.semanticscholar.org/author/Mingjie-Sun/2984183']"
2020,The Secret Revealer: Generative Model Inversion Attacks Against Deep Neural Networks,9/25/19,['https://www.semanticscholar.org/paper/The-Secret-Revealer%3A-Generative-Model-Inversion-Zhang-Jia/e1f25c2ff4738f000ff11281a5fc1f7a9f939d3c'],"['https://www.semanticscholar.org/author/Yuheng-Zhang/46868299', 'https://www.semanticscholar.org/author/Dawn-Xiaodong-Song/143711382', 'https://www.semanticscholar.org/author/Ruoxi-Jia/39823639', 'https://www.semanticscholar.org/author/Wenxiao-Wang/47825356', 'https://www.semanticscholar.org/author/Bo-Li/46708584', 'https://www.semanticscholar.org/author/Hengzhi-Pei/146922081']"
2020,Common sense and Semantic-Guided Navigation via Language in Embodied Environments,9/25/19,['https://www.semanticscholar.org/paper/Common-sense-and-Semantic-Guided-Navigation-via-in-Yu-Khatri/29dde87d6ef746fbdee9075c55ad67ccbcca5bb4'],"['https://www.semanticscholar.org/author/Andrea-Madotto/3064807', 'https://www.semanticscholar.org/author/Chandra-Khatri/144011343', 'https://www.semanticscholar.org/author/Mahdi-Namazifar/2171886', 'https://www.semanticscholar.org/author/Dian-Yu/150978762', 'https://www.semanticscholar.org/author/Alexandros-Papangelis/1710287', 'https://www.semanticscholar.org/author/Huaixiu-Zheng/3172630', 'https://www.semanticscholar.org/author/Gokhan-Tur/5108268']"
2020,TransINT: Embedding Implication Rules in Knowledge Graphs with Isomorphic Intersections of Linear Subspaces,9/25/19,['https://www.semanticscholar.org/paper/TransINT%3A-Embedding-Implication-Rules-in-Knowledge-Min-Raghavan/7213e1a1d0382321a05f257df4d7fb6f95586254'],"['https://www.semanticscholar.org/author/Peter-Szolovits/1679873', 'https://www.semanticscholar.org/author/So-Yeon-Min/2370310', 'https://www.semanticscholar.org/author/Preethi-Raghavan/30088877']"
2020,Meta Label Correction for Learning with Weak Supervision,9/25/19,['https://www.semanticscholar.org/paper/Meta-Label-Correction-for-Learning-with-Weak-Zheng-Awadallah/3f04c6bfca0d360b9851d80c0d6c9869531aa472'],"['https://www.semanticscholar.org/author/Ahmed-Hassan-Awadallah/1977489', 'https://www.semanticscholar.org/author/Guoqing-Zheng/2250250', 'https://www.semanticscholar.org/author/Susan-T.-Dumais/1728602']"
2020,Towards Effective and Efficient Zero-shot Learning by Fine-tuning with  Task Descriptions,9/25/19,['https://www.semanticscholar.org/paper/Towards-Effective-and-Efficient-Zero-shot-Learning-Jin-Liu/b3b27be0585b9e3475ae7187cb33ffcccde5a7c2'],"['https://www.semanticscholar.org/author/Alexandre-E.-Eichenberger/1985764', 'https://www.semanticscholar.org/author/Shengjia-Yan/7189885', 'https://www.semanticscholar.org/author/Zhun-Liu/2987266', 'https://www.semanticscholar.org/author/Tian-Jin/144821367', 'https://www.semanticscholar.org/author/Louis-Philippe-Morency/49933077']"
2020,Multi-hop Question Answering via Reasoning Chains,9/25/19,['https://www.semanticscholar.org/paper/Multi-hop-Question-Answering-via-Reasoning-Chains-Chen-Lin/6a3e035a970819de7f6f8fba2bb105dbefe16db0'],"['https://www.semanticscholar.org/author/Greg-Durrett/1814094', 'https://www.semanticscholar.org/author/Shih-Ting-Lin/2044645', 'https://www.semanticscholar.org/author/Jifan-Chen/3100431']"
2020,Factorized Multimodal Transformer for Multimodal Sequential Learning,9/25/19,['https://www.semanticscholar.org/paper/Factorized-Multimodal-Transformer-for-Multimodal-Zadeh-Mao/cd88d0346e679d1388d7e0ef08f7f7e329f2d760'],"['https://www.semanticscholar.org/author/Kelly-Shi/1429262863', 'https://www.semanticscholar.org/author/Soujanya-Poria/1382302885', 'https://www.semanticscholar.org/author/Paul-Pu-Liang/28130078', 'https://www.semanticscholar.org/author/Louis-Philippe-Morency/49933077', 'https://www.semanticscholar.org/author/Yiwei-Zhang/1591133899', 'https://www.semanticscholar.org/author/Amir-Zadeh/144802290', 'https://www.semanticscholar.org/author/Chengfeng-Mao/1429197894']"
2020,Faster and Just As Accurate: A Simple Decomposition for Transformer Models,9/25/19,['https://www.semanticscholar.org/paper/Faster-and-Just-As-Accurate%3A-A-Simple-Decomposition-Cao-Trivedi/c7b9ac7b5e7eab390561284b1f47777a4c4c023a'],"['https://www.semanticscholar.org/author/Harsh-Trivedi/6365809', 'https://www.semanticscholar.org/author/Niranjan-Balasubramanian/35217367', 'https://www.semanticscholar.org/author/Aruna-Balasubramanian/143859272', 'https://www.semanticscholar.org/author/Qingqing-Cao/31961604']"
2020,Learning Function-Specific Word Representations,9/25/19,['https://www.semanticscholar.org/paper/Learning-Function-Specific-Word-Representations-Gerz-Vulic/334f5b889bd7e0a9664c556cc26d8eb8351472b3'],"['https://www.semanticscholar.org/author/Marek-Rei/145687301', 'https://www.semanticscholar.org/author/Anna-Korhonen/145762465', 'https://www.semanticscholar.org/author/Roi-Reichart/1762757', 'https://www.semanticscholar.org/author/Ivan-Vulic/1747849', 'https://www.semanticscholar.org/author/Daniela-Gerz/3451461']"
2020,Attention over Parameters for Dialogue Systems,1/7/20,['https://www.semanticscholar.org/paper/Attention-over-Parameters-for-Dialogue-Systems-Madotto-Lin/68504c945ad7d35a0399c228b8ea8a05d74a9ab1'],"['https://www.semanticscholar.org/author/Zhaojiang-Lin/100466830', 'https://www.semanticscholar.org/author/Andrea-Madotto/3064807', 'https://www.semanticscholar.org/author/Chien-Sheng-Wu/30340989', 'https://www.semanticscholar.org/author/Jamin-Shin/51228826', 'https://www.semanticscholar.org/author/Pascale-Fung/40539650']"
2020,Extreme Language Model Compression with Optimal Subwords and Shared Projections,9/25/19,['https://www.semanticscholar.org/paper/Extreme-Language-Model-Compression-with-Optimal-and-Zhao-Gupta/740e4599b0e3113ad804cee4394c7fa7c0e96ca5'],"['https://www.semanticscholar.org/author/Sanqiang-Zhao/3038511', 'https://www.semanticscholar.org/author/Raghav-Gupta/47495799', 'https://www.semanticscholar.org/author/Denny-Zhou/65855107', 'https://www.semanticscholar.org/author/Yang-Song/103618146']"
2020,Distilling the Knowledge of BERT for Text Generation,9/25/19,['https://www.semanticscholar.org/paper/Distilling-the-Knowledge-of-BERT-for-Text-Chen-Gan/60acc34101dc0395ae6d2ab6abf26cbedb00e961'],"['https://www.semanticscholar.org/author/Yu-Cheng/117849726', 'https://www.semanticscholar.org/author/Zhe-Gan/144702900', 'https://www.semanticscholar.org/author/Yen-Chun-Chen/2378902', 'https://www.semanticscholar.org/author/Jingzhou-Liu/71776838', 'https://www.semanticscholar.org/author/Jing-jing-Liu/46700348']"
2020,DCTD: Deep Conditional Target Densities for Accurate Regression,9/25/19,"['https://www.semanticscholar.org/paper/DCTD%3A-Deep-Conditional-Target-Densities-for-Gustafsson-Danelljan/0390649ad9c7025138a566f7116202f8a3ab7dfa', 'https://www.semanticscholar.org/paper/Learning-Deep-Conditional-Target-Densities-for-Gustafsson-Danelljan/ec09b6cadbdef8f13c0ec7e1259e889494db187b']","['https://www.semanticscholar.org/author/Martin-Danelljan/2488938', 'https://www.semanticscholar.org/author/Goutam-Bhat/49922196', 'https://www.semanticscholar.org/author/Fredrik-K.-Gustafsson/1389865964', 'https://www.semanticscholar.org/author/Thomas-Bo-Sch%C3%B6n/1802623']"
2020,A Gradient-based Architecture HyperParameter Optimization Approach,9/25/19,['https://www.semanticscholar.org/paper/A-Gradient-based-Architecture-HyperParameter-Liu-Zhang/9ae64b91fc8fe9d1b169274b142dfb8d99f2ca6f'],"['https://www.semanticscholar.org/author/Xiangyu-Zhang/1771551', 'https://www.semanticscholar.org/author/Zhe-Li/1410238557', 'https://www.semanticscholar.org/author/Jian-Tao-Sun/2084926', 'https://www.semanticscholar.org/author/Kwang-Ting-Cheng/145210800', 'https://www.semanticscholar.org/author/Zechun-Liu/3237067', 'https://www.semanticscholar.org/author/Yichen-Wei/1732264']"
2020,Generalizing Natural Language Analysis through Span-relation Representations,9/25/19,['https://www.semanticscholar.org/paper/Generalizing-Natural-Language-Analysis-through-Jiang-Xu/1fca5785a77729d5c9d0e8761c0fb6102ad41dd7'],"['https://www.semanticscholar.org/author/Zhengbao-Jiang/2669515', 'https://www.semanticscholar.org/author/Jun-Araki/50007145', 'https://www.semanticscholar.org/author/Wei-Xu/40515617', 'https://www.semanticscholar.org/author/Graham-Neubig/1700325']"
2020,Learning to Sit: Synthesizing Human-Chair Interactions via Hierarchical Control,8/20/19,['https://www.semanticscholar.org/paper/Learning-to-Sit%3A-Synthesizing-Human-Chair-via-Chao-Yang/ed580995e4a51424d8f1a20f5b64200fe227c2cd'],"['https://www.semanticscholar.org/author/Jimei-Yang/1768964', 'https://www.semanticscholar.org/author/Yu-Wei-Chao/2820136', 'https://www.semanticscholar.org/author/Weifeng-Chen/1732404', 'https://www.semanticscholar.org/author/Jia-Deng/48550285']"
2020,"Unsupervised Few-shot Object Recognition by Integrating Adversarial, Self-supervision, and Deep Metric Learning of Latent Parts",9/25/19,['https://www.semanticscholar.org/paper/Unsupervised-Few-shot-Object-Recognition-by-and-of-Nguyen-Todorovic/48d26f3003184b9b27fc834b6c7659407a6c34fa'],"['https://www.semanticscholar.org/author/Sinisa-Todorovic/143856428', 'https://www.semanticscholar.org/author/Khoi-Nguyen/144295869']"
2020,BERT Wears GloVes: Distilling Static Embeddings from Pretrained Contextual Representations,9/25/19,['https://www.semanticscholar.org/paper/BERT-Wears-GloVes%3A-Distilling-Static-Embeddings-Bommasani-Davis/20d46f6b6bb534e78b41e1230918c4c2b0780c64'],"['https://www.semanticscholar.org/author/Rishi-Bommasani/150272855', 'https://www.semanticscholar.org/author/Claire-Cardie/1748501', 'https://www.semanticscholar.org/author/Kelly-Davis/46966871']"
2020,Mixed Setting Training Methods for Incremental Slot-Filling Tasks,9/25/19,['https://www.semanticscholar.org/paper/Mixed-Setting-Training-Methods-for-Incremental-Michelin-Kummerfeld/5fe5eee5a659cd42b96486e00167409f4851a83b'],"['https://www.semanticscholar.org/author/Joeseph-J.-Peper/1581950705', 'https://www.semanticscholar.org/author/Kevin-Leach/145047361', 'https://www.semanticscholar.org/author/Yunqi-Zhang/3216153', 'https://www.semanticscholar.org/author/Stefan-Larson/92963185', 'https://www.semanticscholar.org/author/Jonathan-K.-Kummerfeld/1727211', 'https://www.semanticscholar.org/author/Daniel-Michelin/115105372']"
2020,UniLoss: Unified Surrogate Loss by Adaptive Interpolation,9/25/19,['https://www.semanticscholar.org/paper/UniLoss%3A-Unified-Surrogate-Loss-by-Adaptive-Liu-Wang/5f45da038e9979d75971576a6c9a3da50dc3cf96'],"['https://www.semanticscholar.org/author/Ming-Zhe-Wang/50468606', 'https://www.semanticscholar.org/author/Lanlan-Liu/46457894', 'https://www.semanticscholar.org/author/Jia-Deng/1482419208']"
2020,MobileBERT: Task-Agnostic Compression of BERT by Progressive Knowledge Transfer,9/25/19,['https://www.semanticscholar.org/paper/MobileBERT%3A-Task-Agnostic-Compression-of-BERT-by-Sun-Yu/cc3be86706e0aff342e67b6ab84293fddc98423d'],"['https://www.semanticscholar.org/author/Yiming-Yang/35729970', 'https://www.semanticscholar.org/author/Denny-Zhou/65855107', 'https://www.semanticscholar.org/author/Xiaodan-Song/1718192', 'https://www.semanticscholar.org/author/Renjie-Liu/151498179', 'https://www.semanticscholar.org/author/Hongkun-Yu/40244451', 'https://www.semanticscholar.org/author/Zhiqing-Sun/48064856']"
2020,Interactive Classification by Asking Informative Questions,9/25/19,['https://www.semanticscholar.org/paper/Interactive-Classification-by-Asking-Informative-Yu-Chen/9a5b679bb119cd7154eef9cc73facb0eb28acbbc'],"['https://www.semanticscholar.org/author/Lili-Yu/49297123', 'https://www.semanticscholar.org/author/Howard-Chen/27936309', 'https://www.semanticscholar.org/author/Sida-Wang/16230274', 'https://www.semanticscholar.org/author/Tao-Lei/49986267', 'https://www.semanticscholar.org/author/Yoav-Artzi/3167681']"
2020,Cross-Lingual Vision-Language Navigation,9/25/19,['https://www.semanticscholar.org/paper/Cross-Lingual-Vision-Language-Navigation-Yan-Wang/4c54130c3f9310c05a4a9e178752f80c169b8edf'],"['https://www.semanticscholar.org/author/An-Yan/47837986', 'https://www.semanticscholar.org/author/William-Yang-Wang/1682479', 'https://www.semanticscholar.org/author/Xin-Wang/72541452', 'https://www.semanticscholar.org/author/Jiangtao-Feng/2093485']"
2020,Single Deep Counterfactual Regret Minimization,1/22/19,"['https://www.semanticscholar.org/paper/Single-Deep-Counterfactual-Regret-Minimization-Steinberger/fd4ca6d2aa21e3b486e1ec38fbf4640853091dc3', 'https://www.semanticscholar.org/paper/SINGLE-DEEP-COUNTERFACTUAL-REGRET-MINIMIZA/8fc6a592181cf975e986c27f906aff1c852aae44']",['https://www.semanticscholar.org/author/Eric-Steinberger/66061851']
2020,I love your chain mail! Making knights smile in a fantasy game world,9/25/19,['https://www.semanticscholar.org/paper/I-love-your-chain-mail!-Making-knights-smile-in-a-Prabhumoye-Li/b7e1dd54a831145cc9e9f0512e30595001c946de'],"['https://www.semanticscholar.org/author/Margaret-Li/6649233', 'https://www.semanticscholar.org/author/Douwe-Kiela/1743722', 'https://www.semanticscholar.org/author/Arthur-Szlam/3149531', 'https://www.semanticscholar.org/author/Jason-Weston/145183709', 'https://www.semanticscholar.org/author/Shrimai-Prabhumoye/9358910', 'https://www.semanticscholar.org/author/Jack-Urbanek/39219656', 'https://www.semanticscholar.org/author/Emily-Dinan/31461304']"
2020,DOUBLE-HARD DEBIASING: TAILORING WORD EMBEDDINGS FOR GENDER BIAS MITIGATION,9/25/19,['https://www.semanticscholar.org/paper/Double-Hard-Debias%3A-Tailoring-Word-Embeddings-for-Wang-Lin/b58abb51a5dae7fb753be4535e468a6f1f07f873'],"['https://www.semanticscholar.org/author/Caimng-Xiong/1576585374', 'https://www.semanticscholar.org/author/Tianlu-Wang/3456473', 'https://www.semanticscholar.org/author/Nazneen-Fatema-Rajani/8937909', 'https://www.semanticscholar.org/author/Xi-Victoria-Lin/143724481', 'https://www.semanticscholar.org/author/Vicente-Ordonez/2004053']"
2020,Pragmatic Evaluation of Adversarial Examples in Natural Language,9/25/19,['https://www.semanticscholar.org/paper/Pragmatic-Evaluation-of-Adversarial-Examples-in-Morris-Lifland/6bab120ece1609eadee3fae736f03e70e36c3968'],"['https://www.semanticscholar.org/author/Jack-Lanchantin/3369052', 'https://www.semanticscholar.org/author/Yangfeng-Ji/40608686', 'https://www.semanticscholar.org/author/Eli-Lifland/1453652787', 'https://www.semanticscholar.org/author/Ji-Gao/38637026', 'https://www.semanticscholar.org/author/Yanjun-Qi/121817403']"
2020,Question Generation from Paragraphs: A Tale of Two Hierarchical Models,9/25/19,['https://www.semanticscholar.org/paper/Question-Generation-from-Paragraphs%3A-A-Tale-of-Two-Kumar-Chaki/e7dec640af70a5cbb1d4f4809052d1df373ca81d'],"['https://www.semanticscholar.org/author/Raktim-Chaki/144563390', 'https://www.semanticscholar.org/author/Ganesh-Ramakrishnan/145799547', 'https://www.semanticscholar.org/author/Gholamreza-Haffari/2561045', 'https://www.semanticscholar.org/author/Sai-Teja-Talluri/1396900188', 'https://www.semanticscholar.org/author/Vishwajeet-Kumar/49533047', 'https://www.semanticscholar.org/author/Yuan-Fang-Li/4495301']"
2020,Should All Cross-Lingual Embeddings Speak English?,9/25/19,['https://www.semanticscholar.org/paper/Should-All-Cross-Lingual-Embeddings-Speak-English-Anastasopoulos-Neubig/812464617378ff54d70f8a892ba50f6e270bd799'],"['https://www.semanticscholar.org/author/Graham-Neubig/1700325', 'https://www.semanticscholar.org/author/Antonios-Anastasopoulos/49513989']"
2020,Couple-VAE: Mitigating the Encoder-Decoder Incompatibility in Variational Text Modeling with Coupled Deterministic Networks,9/25/19,['https://www.semanticscholar.org/paper/Couple-VAE%3A-Mitigating-the-Encoder-Decoder-in-Text-Wu-Wang/70ed7f106f20f81f193e7f443cfa6c3ed5cfd436'],"['https://www.semanticscholar.org/author/William-Yang-Wang/49336516', 'https://www.semanticscholar.org/author/Chen-Wu/4438547', 'https://www.semanticscholar.org/author/Prince-Zizhuang-Wang/49830797']"
2020,Task-agnostic Continual Learning via Growing Long-Term Memory Networks,9/25/19,['https://www.semanticscholar.org/paper/Task-agnostic-Continual-Learning-via-Growing-Memory-Kruszewski-Sorodoc/be541ecd5148e00085d9838c86d99637d47abc15'],"['https://www.semanticscholar.org/author/Ionut-Teodor-Sorodoc/1947259', 'https://www.semanticscholar.org/author/Germ%C3%A1n-Kruszewski/2067996']"
2020,Exploring the Pareto-Optimality between Quality and Diversity in Text Generation,9/25/19,['https://www.semanticscholar.org/paper/Exploring-the-Pareto-Optimality-between-Quality-and-Li-Lan/1ced7ace7cdbfaed054fff433ab5c74f8e69ddfc'],"['https://www.semanticscholar.org/author/Yanyan-Lan/37510256', ""https://www.semanticscholar.org/author/Jia'ning-Li/47787021"", 'https://www.semanticscholar.org/author/Jiafeng-Guo/70414094', 'https://www.semanticscholar.org/author/Xueqi-Cheng/47172687']"
2020,An Empirical Study of Encoders and Decoders in Graph-Based Dependency Parsing,2/14/20,['https://www.semanticscholar.org/paper/An-Empirical-Study-of-Encoders-and-Decoders-in-Wang-Hu/fe5900b27ddbd62360e8da5d7b6cbb3a951e1c66'],"['https://www.semanticscholar.org/author/Kewei-Tu/40341553', 'https://www.semanticscholar.org/author/Ziyuan-Hu/83033320', 'https://www.semanticscholar.org/author/Ge-Wang/30712173', 'https://www.semanticscholar.org/author/Zechuan-Hu/1390658116']"
2020,Hierarchical Summary-to-Article Generation,9/25/19,['https://www.semanticscholar.org/paper/Hierarchical-Summary-to-Article-Generation-Zhou-Ge/54a07b4847ccddb0f1025ee053b89a026832f211'],"['https://www.semanticscholar.org/author/Tao-Ge/50251691', 'https://www.semanticscholar.org/author/Ming-Zhou/92660691', 'https://www.semanticscholar.org/author/Wangchunshu-Zhou/150341221', 'https://www.semanticscholar.org/author/Ke-Xu/71084877', 'https://www.semanticscholar.org/author/Furu-Wei/49807919']"
2020,Anomaly Detection by Deep Direct Density Ratio Estimation,9/25/19,['https://www.semanticscholar.org/paper/Anomaly-Detection-by-Deep-Direct-Density-Ratio-Abe-Sugiyama/6fcf3d1385d69fdcdd578caa157c9784e5f53a8f'],"['https://www.semanticscholar.org/author/Masahiro-Abe/1471565765', 'https://www.semanticscholar.org/author/Masashi-Sugiyama/67154907']"
2020,Generating Biased Datasets for Neural Natural Language Processing,9/25/19,['https://www.semanticscholar.org/paper/Generating-Biased-Datasets-for-Neural-Natural-Chan-Tay/758c1d9af9841526bc445fd747a68d661762d0eb'],"['https://www.semanticscholar.org/author/Yew-Soon-Ong/144848119', 'https://www.semanticscholar.org/author/Aston-Zhang/2085709', 'https://www.semanticscholar.org/author/Yi-Tay/144447820', 'https://www.semanticscholar.org/author/Alvin-T.-S.-Chan/1733004']"
2020,3D-SIC: 3D Semantic Instance Completion for RGB-D Scans,9/25/19,['https://www.semanticscholar.org/paper/3D-SIC%3A-3D-Semantic-Instance-Completion-for-RGB-D-Hou-Dai/0c7fefc55677f57c40a59eb3386c14d577abae27'],"['https://www.semanticscholar.org/author/Ji-Hou/144129263', 'https://www.semanticscholar.org/author/Matthias-Nie%C3%9Fner/2209612', 'https://www.semanticscholar.org/author/Angela-Dai/2208531']"
2020,Towards Holistic and Automatic Evaluation of Open-Domain Dialogue Generation,9/25/19,['https://www.semanticscholar.org/paper/Towards-Holistic-and-Automatic-Evaluation-of-Pang-Nijkamp/5dd8e4b80f5033aef1db1fad974437bc9b8e8112'],"['https://www.semanticscholar.org/author/Bo-Pang/1560385163', 'https://www.semanticscholar.org/author/Erik-Nijkamp/2043490', 'https://www.semanticscholar.org/author/Wenjuan-Han/144836032', 'https://www.semanticscholar.org/author/Alex-Zhou/145031579']"
2020,Semi-Supervised Semantic Dependency Parsing Using CRF Autoencoders,9/25/19,['https://www.semanticscholar.org/paper/Semi-Supervised-Semantic-Dependency-Parsing-Using-Jia-Ma/3af3a1cf3ed50a7b4fba6691cf8c29e6f811a6ac'],"['https://www.semanticscholar.org/author/Kewei-Tu/40341553', 'https://www.semanticscholar.org/author/Jiong-Cai/1387496376', 'https://www.semanticscholar.org/author/Youmi-Ma/1453595477', 'https://www.semanticscholar.org/author/Zixia-Jia/1453587987']"
2020,Contextualized Sparse Representation with Rectified N-Gram Attention for Open-Domain Question Answering,9/25/19,['https://www.semanticscholar.org/paper/Contextualized-Sparse-Representation-with-Rectified-Lee-Seo/bc74910880e134ec91f9364dfd3de29d2c862fd7'],"['https://www.semanticscholar.org/author/Jaewoo-Kang/144323862', 'https://www.semanticscholar.org/author/Hannaneh-Hajishirzi/2548384', 'https://www.semanticscholar.org/author/Jinhyuk-Lee/46664096', 'https://www.semanticscholar.org/author/Minjoon-Seo/120182566']"
2020,Recurrent Layer Attention Network,9/25/19,['https://www.semanticscholar.org/paper/Recurrent-Layer-Attention-Network-Kim-Shim/de40abeee5b5383a915dfbe5063224754cdab98e'],"['https://www.semanticscholar.org/author/Inwook-Shim/2271691', 'https://www.semanticscholar.org/author/Eun-Seok-Kim/48568064']"
2020,Natural Language State Representation for Reinforcement Learning,9/25/19,['https://www.semanticscholar.org/paper/Natural-Language-State-Representation-for-Learning-Schwartz-Tennenholtz/e583a9ccbfb133ede1e4c2b4fa55ef75050d40a3'],"['https://www.semanticscholar.org/author/Erez-Schwartz/1381349441', 'https://www.semanticscholar.org/author/Shie-Mannor/1712535', 'https://www.semanticscholar.org/author/Guy-Tennenholtz/29978064']"
2020,BEAN: Interpretable Representation Learning with Biologically-Enhanced Artificial Neuronal Assembly Regularization,9/27/19,['https://www.semanticscholar.org/paper/BEAN%3A-Interpretable-Representation-Learning-with-Gao-Ascoli/f6d2297085e44934c5c6e8d0305f69d1298da027'],"['https://www.semanticscholar.org/author/Giorgio-Ascoli/49990494', 'https://www.semanticscholar.org/author/Yuyang-Gao/3366579']"
2020,Revisiting Fine-tuning for Few-shot Learning,9/25/19,['https://www.semanticscholar.org/paper/Revisiting-Fine-tuning-for-Few-shot-Learning-Nakamura-Harada/468fbab355933a871da90c15f69e41c74faedbbc'],"['https://www.semanticscholar.org/author/Akihiro-Nakamura/145658953', 'https://www.semanticscholar.org/author/Tatsuya-Harada/1790553']"
2020,Unrestricted Adversarial Attacks For Semantic Segmentation,9/25/19,"['https://www.semanticscholar.org/paper/Unrestricted-Adversarial-Attacks-for-Semantic-Shen-Mao/4aa6021dfa1708791bd1b0f851e76aa6c8aedd90', 'https://www.semanticscholar.org/paper/AdvSPADE%3A-Realistic-Unrestricted-Attacks-for-Shen-Mao/ae31c1d4b711caed8b029987d692522d4997b97d']","['https://www.semanticscholar.org/author/Chengzhi-Mao/7700460', 'https://www.semanticscholar.org/author/Baishakhi-Ray/31631000', 'https://www.semanticscholar.org/author/Guangyu-Shen/49055185', 'https://www.semanticscholar.org/author/Junfeng-Yang/152211006']"
2020,End-to-End Multi-Domain Task-Oriented Dialogue Systems with Multi-level Neural Belief Tracker,9/25/19,['https://www.semanticscholar.org/paper/End-to-End-Multi-Domain-Task-Oriented-Dialogue-with-Le-Sahoo/6cbe5598ff3f2773e62545ac2f2a36f1d07edf31'],"['https://www.semanticscholar.org/author/Nancy-F.-Chen/2185019', 'https://www.semanticscholar.org/author/Doyen-Sahoo/36187119', 'https://www.semanticscholar.org/author/Steven-C.-H.-Hoi/1741126', 'https://www.semanticscholar.org/author/Chenghao-Liu/2039481', 'https://www.semanticscholar.org/author/Hung-T.-Le/145829609']"
2020,Accelerate DNN Inference  By Inter-Operator Parallelization,9/25/19,['https://www.semanticscholar.org/paper/Accelerate-DNN-Inference-By-Inter-Operator-Ding-Zhu/2f9560e661a9bd8d5a1f04c2f167ee049379df06'],"['https://www.semanticscholar.org/author/Ligeng-Zhu/20515689', 'https://www.semanticscholar.org/author/Yaoyao-Ding/2942893', 'https://www.semanticscholar.org/author/Song-Han/1576152367', 'https://www.semanticscholar.org/author/Zhihao-Jia/2240460']"
2020,Posterior Control of Blackbox Generation ,9/25/19,['https://www.semanticscholar.org/paper/Posterior-Control-of-Blackbox-Generation-Li-Rush/fd061aa7d44021e71186e7798ad332f19be1ce1f'],"['https://www.semanticscholar.org/author/Alexander-M.-Rush/2531268', 'https://www.semanticscholar.org/author/Xiaolin-Li/32551341']"
