year,title,first_appearance_date,papers,authors
2017,Neural Photo Editing with Introspective Adversarial Networks,9/22/2016,['https://www.semanticscholar.org/paper/Neural-Photo-Editing-with-Introspective-Adversarial-Brock-Lim/1dcda6ac3fd33bf938574aca9542aec5e5cace26'],"['https://www.semanticscholar.org/author/James-M.-Ritchie/10195154', 'https://www.semanticscholar.org/author/Andrew-Brock/144588497', 'https://www.semanticscholar.org/author/Nick-Weston/32233090', 'https://www.semanticscholar.org/author/Theodore-Lim/145841951']"
2017,Semi-Supervised Classification with Graph Convolutional Networks,9/9/2016,['https://www.semanticscholar.org/paper/Semi-Supervised-Classification-with-Graph-Networks-Kipf-Welling/36eff562f65125511b5dfab68ce7f7a943c27478'],"['https://www.semanticscholar.org/author/Thomas-Kipf/41016725', 'https://www.semanticscholar.org/author/Max-Welling/1678311']"
2017,Deep Learning with Dynamic Computation Graphs,2/7/2017,['https://www.semanticscholar.org/paper/Deep-Learning-with-Dynamic-Computation-Graphs-Looks-Herreshoff/08d2bae3ddf44d67b9b192a6ff26e954192e4806'],"['https://www.semanticscholar.org/author/Marcello-Herreshoff/1881346', 'https://www.semanticscholar.org/author/Peter-Norvig/2784519', 'https://www.semanticscholar.org/author/DeLesley-Hutchins/32913644', 'https://www.semanticscholar.org/author/Moshe-Looks/2434898']"
2017,A recurrent neural network without chaos,12/19/2016,['https://www.semanticscholar.org/paper/A-recurrent-neural-network-without-chaos-Laurent-Brecht/f451d0212e65ab9970a58b584b3363a853c9811c'],"['https://www.semanticscholar.org/author/James-von-Brecht/2252504', 'https://www.semanticscholar.org/author/Thomas-Laurent/81634721']"
2017,Adversarially Learned Inference,6/2/2016,['https://www.semanticscholar.org/paper/Adversarially-Learned-Inference-Dumoulin-Belghazi/fcf43325529c8b1cc26aeb52fd5d7e532abb0a40'],"['https://www.semanticscholar.org/author/Alex-Lamb/49071560', 'https://www.semanticscholar.org/author/Ishmael-Belghazi/3422357', 'https://www.semanticscholar.org/author/Mart%C3%ADn-Arjovsky/2877311', 'https://www.semanticscholar.org/author/Olivier-Mastropietro/3422889', 'https://www.semanticscholar.org/author/Ben-Poole/16443937', 'https://www.semanticscholar.org/author/Vincent-Dumoulin/3074927', 'https://www.semanticscholar.org/author/Aaron-C.-Courville/1760871']"
2017,Amortised MAP Inference for Image Super-resolution,10/14/2016,['https://www.semanticscholar.org/paper/Amortised-MAP-Inference-for-Image-Super-resolution-S%C3%B8nderby-Caballero/3c7092347a5b7804d9534b6f3f52032c1502cbf8'],"['https://www.semanticscholar.org/author/Ferenc-Husz%C3%A1r/3108066', 'https://www.semanticscholar.org/author/Wenzhe-Shi/2700496', 'https://www.semanticscholar.org/author/Casper-Kaae-S%C3%B8nderby/1402816540', 'https://www.semanticscholar.org/author/Lucas-Theis/2073063', 'https://www.semanticscholar.org/author/Jose-Caballero/152431352']"
2017,A STRUCTURED SELF-ATTENTIVE SENTENCE EMBEDDING,3/9/2017,['https://www.semanticscholar.org/paper/A-Structured-Self-attentive-Sentence-Embedding-Lin-Feng/204a4a70428f3938d2c538a4d74c7ae0416306d8'],"['https://www.semanticscholar.org/author/Bing-Xiang/144028698', 'https://www.semanticscholar.org/author/Minwei-Feng/2521552', 'https://www.semanticscholar.org/author/C%C3%ADcero-Nogueira-dos-Santos/1790831', 'https://www.semanticscholar.org/author/Zhouhan-Lin/3146592', 'https://www.semanticscholar.org/author/Bowen-Zhou/145218984', 'https://www.semanticscholar.org/author/Yoshua-Bengio/1751762', 'https://www.semanticscholar.org/author/Mo-Yu/2482533']"
2017,Geometry of Polysemy,10/24/2016,"['https://www.semanticscholar.org/paper/Geometry-of-Polysemy-Mu-Bhat/57a94c641412a39d4caa6b1a080ed3dae7ea75c5', 'https://www.semanticscholar.org/paper/EOMETRY-OF-P-OLYSEMY-Mu-Bhat/c1574d60d96b0c023329aad70c2c3eae9b89d8f4']","['https://www.semanticscholar.org/author/Jiaqi-Mu/2457790', 'https://www.semanticscholar.org/author/Suma-Bhat/145355558', 'https://www.semanticscholar.org/author/Pramod-Viswanath/144768649']"
2017,On Detecting Adversarial Perturbations,2/14/2017,['https://www.semanticscholar.org/paper/On-Detecting-Adversarial-Perturbations-Metzen-Genewein/531e3a7b7768f199fdd401b266504db245ca039a'],"['https://www.semanticscholar.org/author/Tim-Genewein/3081854', 'https://www.semanticscholar.org/author/Jan-Hendrik-Metzen/2708564', 'https://www.semanticscholar.org/author/Bastian-Bischoff/3452473', 'https://www.semanticscholar.org/author/Volker-Fischer/47092548']"
2017,Frustratingly Short Attention Spans in Neural Language Modeling,2/15/2017,['https://www.semanticscholar.org/paper/Frustratingly-Short-Attention-Spans-in-Neural-Daniluk-Rockt%C3%A4schel/58eb3a2f0a67acf2f5c7c2cb4a22852b65314eb5'],"['https://www.semanticscholar.org/author/Johannes-Welbl/1851564', 'https://www.semanticscholar.org/author/Michal-Daniluk/2473352', 'https://www.semanticscholar.org/author/Sebastian-Riedel/145941664', 'https://www.semanticscholar.org/author/Tim-Rockt%C3%A4schel/2620211']"
2017,Learning Invariant Representations Of Planar Curves ,11/23/2016,['https://www.semanticscholar.org/paper/Learning-Invariant-Representations-Of-Planar-Curves-Pai-Wetzler/bc828a99cd936bd4aea2071169504a971a3659da'],"['https://www.semanticscholar.org/author/Gautam-Pai/33810537', 'https://www.semanticscholar.org/author/Ron-Kimmel/143923265', 'https://www.semanticscholar.org/author/Aaron-Wetzler/1809382']"
2017,Deep Multi-task Representation Learning: A Tensor Factorisation Approach,5/20/2016,['https://www.semanticscholar.org/paper/Deep-Multi-task-Representation-Learning%3A-A-Tensor-Yang-Hospedales/468a80bcd4ff9b3f47beb9145ff81140777bb3f3'],"['https://www.semanticscholar.org/author/Timothy-M.-Hospedales/1697755', 'https://www.semanticscholar.org/author/Yongxin-Yang/2653152']"
2017,Unrolled Generative Adversarial Networks,11/7/2016,['https://www.semanticscholar.org/paper/Unrolled-Generative-Adversarial-Networks-Metz-Poole/488bb25e0b1777847f04c943e6dbc4f84415b712'],"['https://www.semanticscholar.org/author/David-Pfau/144846367', 'https://www.semanticscholar.org/author/Jascha-Sohl-Dickstein/1407546430', 'https://www.semanticscholar.org/author/Luke-Metz/2096458', 'https://www.semanticscholar.org/author/Ben-Poole/16443937']"
2017,Structured Attention Networks,2/3/2017,['https://www.semanticscholar.org/paper/Structured-Attention-Networks-Kim-Denton/13d9323a8716131911bfda048a40e2cde1a76a46'],"['https://www.semanticscholar.org/author/Luong-Hoang/144294755', 'https://www.semanticscholar.org/author/Carl-Denton/47472547', 'https://www.semanticscholar.org/author/Alexander-M.-Rush/2531268', 'https://www.semanticscholar.org/author/Yoon-Kim/38367242']"
2017,HyperNetworks,9/27/2016,['https://www.semanticscholar.org/paper/HyperNetworks-Ha-Dai/563783de03452683a9206e85fe6d661714436686'],"['https://www.semanticscholar.org/author/David-Ha/1389041357', 'https://www.semanticscholar.org/author/Andrew-M.-Dai/2555924', 'https://www.semanticscholar.org/author/Quoc-V.-Le/2827616']"
2017,Dropout with Expectation-linear Regularization,9/26/2016,['https://www.semanticscholar.org/paper/Dropout-with-Expectation-linear-Regularization-Ma-Gao/437da3d1024f7312fde8a5287c99c36b559ed8f3'],"['https://www.semanticscholar.org/author/Eduard-H.-Hovy/144547315', 'https://www.semanticscholar.org/author/Xuezhe-Ma/2378954', 'https://www.semanticscholar.org/author/Yingkai-Gao/2553517', 'https://www.semanticscholar.org/author/Yaoliang-Yu/40508553', 'https://www.semanticscholar.org/author/Yuntian-Deng/2505751', 'https://www.semanticscholar.org/author/Zhiting-Hu/2749311']"
2017,Dynamic Coattention Networks For Question Answering,11/5/2016,['https://www.semanticscholar.org/paper/Dynamic-Coattention-Networks-For-Question-Answering-Xiong-Zhong/e978d832a4d86571e1b52aa1685dc32ccb250f50'],"['https://www.semanticscholar.org/author/Victor-Zhong/3428769', 'https://www.semanticscholar.org/author/Caiming-Xiong/2228109', 'https://www.semanticscholar.org/author/Richard-Socher/2166511']"
2017,Visualizing Deep Neural Network Decisions: Prediction Difference Analysis,2/15/2017,['https://www.semanticscholar.org/paper/Visualizing-Deep-Neural-Network-Decisions%3A-Analysis-Zintgraf-Cohen/29069976eb7f828de91ed243cd12fd99fef56d94'],"['https://www.semanticscholar.org/author/Max-Welling/1678311', 'https://www.semanticscholar.org/author/Taco-Cohen/2056266', 'https://www.semanticscholar.org/author/Luisa-M.-Zintgraf/3378188', 'https://www.semanticscholar.org/author/Tameem-Adel/3168195']"
2017,Density estimation using Real NVP,5/27/2016,['https://www.semanticscholar.org/paper/Density-estimation-using-Real-NVP-Dinh-Sohl-Dickstein/09879f7956dddc2a9328f5c1472feeb8402bcbcf'],"['https://www.semanticscholar.org/author/Jascha-Sohl-Dickstein/1407546430', 'https://www.semanticscholar.org/author/Laurent-Dinh/46573521', 'https://www.semanticscholar.org/author/Samy-Bengio/1751569']"
2017,Dialogue Learning With Human-in-the-Loop,11/29/2016,['https://www.semanticscholar.org/paper/Dialogue-Learning-With-Human-In-The-Loop-Li-Miller/3d3b4ec7789f634e0752d50484dad7d2ea2460d5'],"['https://www.semanticscholar.org/author/Jiwei-Li/5183779', 'https://www.semanticscholar.org/author/Alexander-H.-Miller/143622869', 'https://www.semanticscholar.org/author/Sumit-Chopra/3295092', 'https://www.semanticscholar.org/author/Jason-Weston/145183709', ""https://www.semanticscholar.org/author/Marc'Aurelio-Ranzato/1706809""]"
2017,Learning to Act by Predicting the Future,11/6/2016,['https://www.semanticscholar.org/paper/Learning-to-Act-by-Predicting-the-Future-Dosovitskiy-Koltun/4c25f50c7451fa72c562e21e3b11e416b11f74c8'],"['https://www.semanticscholar.org/author/Alexey-Dosovitskiy/2841331', 'https://www.semanticscholar.org/author/Vladlen-Koltun/145231047']"
2017,"Offline bilingual word vectors, orthogonal transformations and the inverted softmax",2/13/2017,['https://www.semanticscholar.org/paper/Offline-bilingual-word-vectors%2C-orthogonal-and-the-Smith-Turban/02e45b3472fa4c879f8e9ca0dbb283c774a338cb'],"['https://www.semanticscholar.org/author/David-H.-P.-Turban/7956267', 'https://www.semanticscholar.org/author/Samuel-L.-Smith/40372255', 'https://www.semanticscholar.org/author/Nils-Y.-Hammerla/3128867', 'https://www.semanticscholar.org/author/Steven-Hamblin/143946050']"
2017,Paying More Attention to Attention: Improving the Performance of Convolutional Neural Networks via Attention Transfer,12/12/2016,['https://www.semanticscholar.org/paper/Paying-More-Attention-to-Attention%3A-Improving-the-Zagoruyko-Komodakis/f7b032a4df721d4ed2bab97f6acd33d62477b7a5'],"['https://www.semanticscholar.org/author/Sergey-Zagoruyko/2134433', 'https://www.semanticscholar.org/author/Nikos-Komodakis/2505902']"
2017,Recurrent Mixture Density Network for Spatiotemporal Visual Attention,3/27/2016,['https://www.semanticscholar.org/paper/Recurrent-Mixture-Density-Network-for-Visual-Bazzani-Larochelle/f3158ce4e1c9e908e7d06533d711d84205c973b9'],"['https://www.semanticscholar.org/author/Lorenzo-Torresani/1732879', 'https://www.semanticscholar.org/author/Hugo-Larochelle/1777528', 'https://www.semanticscholar.org/author/Loris-Bazzani/1809420']"
2017,Zoneout: Regularizing RNNs by Randomly Preserving Hidden Activations,6/3/2016,['https://www.semanticscholar.org/paper/Zoneout%3A-Regularizing-RNNs-by-Randomly-Preserving-Krueger-Maharaj/9f0687bcd0a7d7fc91b8c5d36c003a38b8853105'],"['https://www.semanticscholar.org/author/Tegan-Maharaj/3422058', 'https://www.semanticscholar.org/author/Nan-Rosemary-Ke/145604319', 'https://www.semanticscholar.org/author/Mohammad-Pezeshki/121252563', 'https://www.semanticscholar.org/author/David-Krueger/145055042', 'https://www.semanticscholar.org/author/J%C3%A1nos-Kram%C3%A1r/50458432', 'https://www.semanticscholar.org/author/Anirudh-Goyal/1996705', 'https://www.semanticscholar.org/author/Chris-Pal/98109738', 'https://www.semanticscholar.org/author/Yoshua-Bengio/1751762', 'https://www.semanticscholar.org/author/Aaron-C.-Courville/1760871', 'https://www.semanticscholar.org/author/Nicolas-Ballas/2482072']"
2017,Adversarial Machine Learning at Scale,11/4/2016,['https://www.semanticscholar.org/paper/Adversarial-Machine-Learning-at-Scale-Kurakin-Goodfellow/e2a85a6766b982ff7c8980e57ca6342d22493827'],"['https://www.semanticscholar.org/author/Samy-Bengio/1751569', 'https://www.semanticscholar.org/author/Alexey-Kurakin/145714153', 'https://www.semanticscholar.org/author/Ian-J.-Goodfellow/153440022']"
2017,A Learned Representation For Artistic Style,10/24/2016,['https://www.semanticscholar.org/paper/A-Learned-Representation-For-Artistic-Style-Dumoulin-Shlens/99542f614d7e4146cad17196e76c997e57a69e4d'],"['https://www.semanticscholar.org/author/Vincent-Dumoulin/3074927', 'https://www.semanticscholar.org/author/Jonathon-Shlens/1789737', 'https://www.semanticscholar.org/author/Manjunath-Kudlur/1942300']"
2017,Batch Policy Gradient  Methods for  Improving Neural Conversation Models,2/10/2017,['https://www.semanticscholar.org/paper/Batch-Policy-Gradient-Methods-for-Improving-Neural-Kandasamy-Bachrach/11732140ada8e05c84e9024927c297565ebd6ad8'],"['https://www.semanticscholar.org/author/Daniel-Tarlow/1725299', 'https://www.semanticscholar.org/author/Ryota-Tomioka/2870603', 'https://www.semanticscholar.org/author/Yoram-Bachrach/1698412', 'https://www.semanticscholar.org/author/Kirthevasan-Kandasamy/1887808', 'https://www.semanticscholar.org/author/David-Carter/144305563']"
2017,Incorporating long-range consistency in CNN-based texture generation,6/3/2016,['https://www.semanticscholar.org/paper/Incorporating-long-range-consistency-in-CNN-based-Berger-Memisevic/465443564fb04261a9568630497f356718c48fd5'],"['https://www.semanticscholar.org/author/Roland-Memisevic/1710604', 'https://www.semanticscholar.org/author/Guillaume-Berger/40586522']"
2017,Paleo: A Performance Model for Deep Neural Networks,4/24/2017,['https://www.semanticscholar.org/paper/Paleo%3A-A-Performance-Model-for-Deep-Neural-Networks-Qi-Sparks/36348af997c8ff309fabe0561487ae97cf317ef4'],"['https://www.semanticscholar.org/author/Evan-R.-Sparks/144752747', 'https://www.semanticscholar.org/author/Ameet-Talwalkar/145532827', 'https://www.semanticscholar.org/author/Hang-Qi/47935745']"
2017,On Large-Batch Training for Deep Learning: Generalization Gap and Sharp Minima,9/15/2016,['https://www.semanticscholar.org/paper/On-Large-Batch-Training-for-Deep-Learning%3A-Gap-and-Keskar-Mudigere/8ec5896b4490c6e127d1718ffc36a3439d84cb81'],"['https://www.semanticscholar.org/author/Nitish-Shirish-Keskar/2844898', 'https://www.semanticscholar.org/author/Mikhail-Smelyanskiy/1711231', 'https://www.semanticscholar.org/author/Dheevatsa-Mudigere/2205699', 'https://www.semanticscholar.org/author/Ping-Tak-Peter-Tang/144669504', 'https://www.semanticscholar.org/author/Jorge-Nocedal/2784955']"
2017,Predicting Medications from Diagnostic Codes with Recurrent Neural Networks,4/24/2017,['https://www.semanticscholar.org/paper/Predicting-Medications-from-Diagnostic-Codes-with-Bajor-Lasko/7e6c752c47d96ff83f44109a4cabd85c8294a37e'],"['https://www.semanticscholar.org/author/Thomas-A.-Lasko/2257806', 'https://www.semanticscholar.org/author/Jacek-M.-Bajor/72241345']"
2017,An Information-Theoretic Framework for Fast and Robust Unsupervised Learning via Neural Population Infomax,11/7/2016,['https://www.semanticscholar.org/paper/An-Information-Theoretic-Framework-for-Fast-and-via-Huang-Zhang/bb0fabcb449cead7abcca52ec1db541d8fb7a6fc'],"['https://www.semanticscholar.org/author/Kechen-Zhang/40017843', 'https://www.semanticscholar.org/author/Wentao-Huang/1743193']"
2017,Regularizing CNNs with Locally Constrained Decorrelations,11/7/2016,['https://www.semanticscholar.org/paper/Regularizing-CNNs-with-Locally-Constrained-Rodr%C3%ADguez-Gonz%C3%A1lez/2ed2415c39d4023f9af410947b96970803d9f192'],"['https://www.semanticscholar.org/author/Javier-Gonz%C3%A1lez/1763726', 'https://www.semanticscholar.org/author/Guillem-Cucurull/7153363', 'https://www.semanticscholar.org/author/F.-Xavier-Roca/143987772', 'https://www.semanticscholar.org/author/Pau-Rodr%C3%ADguez/153435256', 'https://www.semanticscholar.org/author/Josep-M.-Gonfaus/1739551']"
2017,Generating Long and Diverse Responses with Neural Conversation Models,4/24/2017,['https://www.semanticscholar.org/paper/Generating-Long-and-Diverse-Responses-with-Neural-Shao-Gouws/7f9135f3584e4e1715b2990a4f389c94af0313a5'],"['https://www.semanticscholar.org/author/Anna-Goldie/46684455', 'https://www.semanticscholar.org/author/Brian-Strope/2704071', 'https://www.semanticscholar.org/author/Denny-Britz/3908643', 'https://www.semanticscholar.org/author/Stephan-Gouws/2776283', 'https://www.semanticscholar.org/author/Louis-Shao/8260864', 'https://www.semanticscholar.org/author/Ray-Kurzweil/2186634']"
2017,DeepDSL: A Compilation-based Domain-Specific Language for Deep Learning,1/9/2017,['https://www.semanticscholar.org/paper/DeepDSL%3A-A-Compilation-based-Domain-Specific-for-Zhao-Huang/8902ce81d33571d62445e6152aac1d03a426049a'],"['https://www.semanticscholar.org/author/Yu-Cao/144149886', 'https://www.semanticscholar.org/author/Tian-Zhao/46887776', 'https://www.semanticscholar.org/author/Xiaobing-Huang/5799652']"
2017,Delving into Transferable Adversarial Examples and Black-box Attacks,11/8/2016,['https://www.semanticscholar.org/paper/Delving-into-Transferable-Adversarial-Examples-and-Liu-Chen/99e5a8c10cf92749d4a7c2949691c3a6046e499a'],"['https://www.semanticscholar.org/author/Yanpei-Liu/1887192', 'https://www.semanticscholar.org/author/Xinyun-Chen/2727656', 'https://www.semanticscholar.org/author/Dawn-Xiaodong-Song/143711382', 'https://www.semanticscholar.org/author/Chang-Liu/39772032']"
2017,Central Moment Discrepancy (CMD) for Domain-Invariant Representation Learning,2/28/2017,['https://www.semanticscholar.org/paper/Central-Moment-Discrepancy-(CMD)-for-Representation-Zellinger-Grubinger/01dc0a157e355ddc34a426f121fc871601fda567'],"['https://www.semanticscholar.org/author/Thomas-Natschl%C3%A4ger/1792142', 'https://www.semanticscholar.org/author/Susanne-Saminger-Platz/1398663599', 'https://www.semanticscholar.org/author/Werner-Zellinger/2050966', 'https://www.semanticscholar.org/author/Edwin-Lughofer/1689446', 'https://www.semanticscholar.org/author/Thomas-Grubinger/3103949']"
