year,title,first_appearance_date,papers,authors
2017,Neuro-Symbolic Program Synthesis,11/6/2016,['https://www.semanticscholar.org/paper/Neuro-Symbolic-Program-Synthesis-Parisotto-Mohamed/644ca74f80463415613847ab01cff067fb58f0ad'],"['https://www.semanticscholar.org/author/Emilio-Parisotto/3166516', 'https://www.semanticscholar.org/author/Lihong-Li/28929337', 'https://www.semanticscholar.org/author/Rishabh-Singh/37493633', 'https://www.semanticscholar.org/author/Dengyong-Zhou/24982365', 'https://www.semanticscholar.org/author/Pushmeet-Kohli/143967473', 'https://www.semanticscholar.org/author/Abdel-rahman-Mohamed/40360972']"
2017,Learning to Remember Rare Events,3/9/2017,"['https://www.semanticscholar.org/paper/Learning-to-Remember-Rare-Events-Kaiser-Nachum/6a0d253053ce8646e49904efe0e062bcc30d8257', 'https://www.semanticscholar.org/paper/L-EARNING-TO-R-EMEMBER-R-ARE-E-VENTS-Kaiser-Nachum/29092f0deaac3898e43b3f094bf15d82b6a99afd']","['https://www.semanticscholar.org/author/Aurko-Roy/39788470', 'https://www.semanticscholar.org/author/Samy-Bengio/1751569', 'https://www.semanticscholar.org/author/Lukasz-Kaiser/40527594', 'https://www.semanticscholar.org/author/Ofir-Nachum/7624658']"
2017,Discrete Variational Autoencoders,9/7/2016,['https://www.semanticscholar.org/paper/Discrete-Variational-Autoencoders-Rolfe/711683de61ee8d2aa929ec4d5d97d616b8e281d3'],['https://www.semanticscholar.org/author/Jason-Tyler-Rolfe/34965728']
2017,Understanding Trainable Sparse Coding with Matrix Factorization,9/1/2016,"['https://www.semanticscholar.org/paper/Understanding-Trainable-Sparse-Coding-with-Matrix-Moreau-Bruna/9459d92b99220d2bfe8fc530410275d65b71dcd2', 'https://www.semanticscholar.org/paper/Understanding-Neural-Sparse-Coding-with-Matrix-Moreau-Bruna/21ce23a4405ef9f897175c37c73ea11eb2139467', 'https://www.semanticscholar.org/paper/Understanding-the-Learned-Iterative-Soft-Algorithm-Moreau-Bruna/170d74a6f55d737c7348c888266af7a3bee3a780']","['https://www.semanticscholar.org/author/Joan-Bruna/143627859', 'https://www.semanticscholar.org/author/Thomas-Moreau/35354844']"
2017,"Learning to Query, Reason, and Answer Questions On Ambiguous Texts",4/24/2017,['https://www.semanticscholar.org/paper/Learning-to-Query%2C-Reason%2C-and-Answer-Questions-On-Guo-Klinger/bf3db68c31e9850d6039bc2436314faef93973d3'],"['https://www.semanticscholar.org/author/Satinder-Singh/145537841', 'https://www.semanticscholar.org/author/Joseph-P.-Bigus/2827286', 'https://www.semanticscholar.org/author/Kartik-Talamadupula/2940762', 'https://www.semanticscholar.org/author/Clemens-M.-Rosenbaum/1986463', 'https://www.semanticscholar.org/author/Murray-Campbell/143903370', 'https://www.semanticscholar.org/author/Xiaoxiao-Guo/1955964', 'https://www.semanticscholar.org/author/Ban-Kawas/1814905', 'https://www.semanticscholar.org/author/Gerald-Tesauro/1699108', 'https://www.semanticscholar.org/author/Tim-Klinger/2652016']"
2017,Variable Computation in Recurrent Neural Networks,11/18/2016,['https://www.semanticscholar.org/paper/Variable-Computation-in-Recurrent-Neural-Networks-Jernite-Grave/6746a18b2820f757334f75bc95428b3ea58d6603'],"['https://www.semanticscholar.org/author/Edouard-Grave/3024698', 'https://www.semanticscholar.org/author/Armand-Joulin/2319608', 'https://www.semanticscholar.org/author/Yacine-Jernite/2262249']"
2017,Learning and Policy Search in Stochastic Dynamical Systems with Bayesian Neural Networks,5/23/2016,['https://www.semanticscholar.org/paper/Learning-and-Policy-Search-in-Stochastic-Dynamical-Depeweg-Hern%C3%A1ndez-Lobato/2af9eaae9191ee522cb97dc57615a071e5403d26'],"['https://www.semanticscholar.org/author/Steffen-Udluft/1699265', 'https://www.semanticscholar.org/author/Finale-Doshi-Velez/1388372395', 'https://www.semanticscholar.org/author/Jos%C3%A9-Miguel-Hern%C3%A1ndez-Lobato/1388574431', 'https://www.semanticscholar.org/author/Stefan-Depeweg/3407086']"
2017,Reinforcement Learning through Asynchronous Advantage Actor-Critic on a GPU,11/18/2016,['https://www.semanticscholar.org/paper/Reinforcement-Learning-through-Asynchronous-on-a-Babaeizadeh-Frosio/48830e2e4272fa88dc256f1ac9cf81be14112bdb'],"['https://www.semanticscholar.org/author/Mohammad-Babaeizadeh/3365707', 'https://www.semanticscholar.org/author/Stephen-Tyree/2342481', 'https://www.semanticscholar.org/author/Jan-Kautz/1690538', 'https://www.semanticscholar.org/author/Iuri-Frosio/145134808', 'https://www.semanticscholar.org/author/Jason-Clemons/144334042']"
2017,Reasoning with Memory Augmented Neural Networks for Language Comprehension,10/20/2016,['https://www.semanticscholar.org/paper/Reasoning-with-Memory-Augmented-Neural-Networks-for-Munkhdalai-Yu/19de981d8b950b85e8d6c74ba37bcdd73d1b2e36'],"['https://www.semanticscholar.org/author/Tsendsuren-Munkhdalai/2227827', 'https://www.semanticscholar.org/author/Hong-Yu/143691666']"
2017,Learning a Natural Language Interface with Neural Programmer,11/28/2016,['https://www.semanticscholar.org/paper/Learning-a-Natural-Language-Interface-with-Neural-Neelakantan-Le/ee313f7e989ae5178ef5a1450c9735a2a88a522c'],"['https://www.semanticscholar.org/author/Dario-Amodei/2698777', 'https://www.semanticscholar.org/author/Andrew-McCallum/143753639', 'https://www.semanticscholar.org/author/Mart%C3%ADn-Abadi/145832079', 'https://www.semanticscholar.org/author/Arvind-Neelakantan/2072676', 'https://www.semanticscholar.org/author/Quoc-V.-Le/2827616']"
2017,Loss-aware Binarization of Deep Networks,11/5/2016,"['https://www.semanticscholar.org/paper/Loss-aware-Binarization-of-Deep-Networks-Hou-Yao/43e2519d094bff2fc10c3b9ea944a2457e3884be', 'https://www.semanticscholar.org/paper/L-OSS-AWARE-B-INARIZATION-OF-D-EEP-N-ETWORKS-Hou-Yao/0339de7049273c2cc92c9ee1bba1d475e89e5a70']","['https://www.semanticscholar.org/author/James-T.-Kwok/145193332', 'https://www.semanticscholar.org/author/Lu-Hou/37452992', 'https://www.semanticscholar.org/author/Quanming-Yao/3259992']"
2017,Hyperband: Bandit-Based Configuration Evaluation for Hyperparameter Optimization,4/24/2017,['https://www.semanticscholar.org/paper/Hyperband%3A-Bandit-Based-Configuration-Evaluation-Li-Jamieson/d49d9a3f098eba41b454ea26d4816f2a23f1e4d7'],"['https://www.semanticscholar.org/author/Ameet-Talwalkar/145532827', 'https://www.semanticscholar.org/author/Kevin-G.-Jamieson/40566417', 'https://www.semanticscholar.org/author/Afshin-Rostamizadeh/2435268', 'https://www.semanticscholar.org/author/Lisha-Li/49192616', 'https://www.semanticscholar.org/author/Giulia-DeSalvo/3186812']"
2017,Nonparametric Neural Networks,4/24/2017,['https://www.semanticscholar.org/paper/Nonparametric-Neural-Networks-Philipp-Carbonell/46357ea4ad096e0674569efa29d3e34006786d04'],"['https://www.semanticscholar.org/author/Jaime-G.-Carbonell/143712374', 'https://www.semanticscholar.org/author/George-Philipp/32576626']"
2017,Improving Neural Language Models with a Continuous Cache,12/13/2016,['https://www.semanticscholar.org/paper/Improving-Neural-Language-Models-with-a-Continuous-Grave-Joulin/2d7782c225e0fc123d6e227f2cb253e58279ac73'],"['https://www.semanticscholar.org/author/Nicolas-Usunier/1746841', 'https://www.semanticscholar.org/author/Edouard-Grave/3024698', 'https://www.semanticscholar.org/author/Armand-Joulin/2319608']"
2017,Episodic Exploration for Deep Deterministic Policies for StarCraft Micromanagement,9/10/2016,['https://www.semanticscholar.org/paper/Episodic-Exploration-for-Deep-Deterministic-An-to-Usunier-Synnaeve/ddbeb2a1cf1a8a43beb7a775c3cdb080718f69a1'],"['https://www.semanticscholar.org/author/Nicolas-Usunier/1746841', 'https://www.semanticscholar.org/author/Zeming-Lin/3370429', 'https://www.semanticscholar.org/author/Gabriel-Synnaeve/2282478', 'https://www.semanticscholar.org/author/Soumith-Chintala/2127604']"
2017,Lossy Image Compression with Compressive Autoencoders,3/1/2017,['https://www.semanticscholar.org/paper/Lossy-Image-Compression-with-Compressive-Theis-Shi/977560251c2bd4c28a6c7c707c29f4091c5e6247'],"['https://www.semanticscholar.org/author/Ferenc-Husz%C3%A1r/3108066', 'https://www.semanticscholar.org/author/Wenzhe-Shi/2700496', 'https://www.semanticscholar.org/author/Lucas-Theis/2073063', 'https://www.semanticscholar.org/author/Andrew-Cunningham/49126335']"
2017,Temporal Ensembling for Semi-Supervised Learning,10/7/2016,['https://www.semanticscholar.org/paper/Temporal-Ensembling-for-Semi-Supervised-Learning-Laine-Aila/d2e4587744a89bad95fea69e08842cad6c8ff0dd'],"['https://www.semanticscholar.org/author/Timo-Aila/1761103', 'https://www.semanticscholar.org/author/Samuli-Laine/36436218']"
2017,Optimization as a Model for Few-Shot Learning,4/24/2017,['https://www.semanticscholar.org/paper/Optimization-as-a-Model-for-Few-Shot-Learning-Ravi-Larochelle/29c887794eed2ca9462638ff853e6fe1ab91d5d8'],"['https://www.semanticscholar.org/author/Sachin-Ravi/49517463', 'https://www.semanticscholar.org/author/Hugo-Larochelle/1777528']"
2017,Towards a Neural Statistician,6/7/2016,"['https://www.semanticscholar.org/paper/Towards-a-Neural-Statistician-Edwards-Storkey/405c31c85a324942811f3c9dc53ce3528f9284df', 'https://www.semanticscholar.org/paper/Explorer-Towards-a-Neural-Statistician-Storkey/d4c7d1a7a03adb2338704d2be7467495f2eb6c7b']","['https://www.semanticscholar.org/author/Amos-J.-Storkey/1728216', 'https://www.semanticscholar.org/author/Harrison-A-Edwards/144632352']"
2017,Faster CNNs with Direct Sparse Convolutions and Guided Pruning,8/4/2016,['https://www.semanticscholar.org/paper/Faster-CNNs-with-Direct-Sparse-Convolutions-and-Park-Li/fe9bc9944984cbc6f9f12e99c1065a47d662e24c'],"['https://www.semanticscholar.org/author/Wei-Wen/145225262', 'https://www.semanticscholar.org/author/Yiran-Chen/50579965', 'https://www.semanticscholar.org/author/Ping-Tak-Peter-Tang/144669504', 'https://www.semanticscholar.org/author/Hai-Li/47892815', 'https://www.semanticscholar.org/author/Jongsoo-Park/40499482', 'https://www.semanticscholar.org/author/Sheng-R.-Li/10194334', 'https://www.semanticscholar.org/author/Pradeep-Dubey/49380397']"
2017,Boosted Generative Models,2/27/2017,['https://www.semanticscholar.org/paper/Boosted-Generative-Models-Grover-Ermon/1aba2eeb13751b35ee85143a91ec3ea7a2bb26b9'],"['https://www.semanticscholar.org/author/Aditya-Grover/1954250', 'https://www.semanticscholar.org/author/Stefano-Ermon/2490652']"
2017,Deep Predictive Coding Networks for Video Prediction and Unsupervised Learning,5/25/2016,"['https://www.semanticscholar.org/paper/Deep-Predictive-Coding-Networks-for-Video-and-Lotter-Kreiman/ad367b44f3434b9ba6b46b41ab083210f6827a9f', 'https://www.semanticscholar.org/paper/REDICTION-AND-U-NSUPERVISED-L-EARNING-Lotter-Kreiman/8dbb08fdd8827383ce74dde937b74cf21b687cbb']","['https://www.semanticscholar.org/author/Gabriel-Kreiman/1852992', 'https://www.semanticscholar.org/author/William-Lotter/2023002', 'https://www.semanticscholar.org/author/David-Cox/145679323']"
2017, Outrageously Large Neural Networks: The Sparsely-Gated Mixture-of-Experts Layer,1/23/2017,['https://www.semanticscholar.org/paper/Outrageously-Large-Neural-Networks%3A-The-Layer-Shazeer-Mirhoseini/510e26733aaff585d65701b9f1be7ca9d5afc586'],"['https://www.semanticscholar.org/author/Noam-Shazeer/1846258', 'https://www.semanticscholar.org/author/Azalia-Mirhoseini/1861312', 'https://www.semanticscholar.org/author/Geoffrey-E.-Hinton/1695689', 'https://www.semanticscholar.org/author/Andy-Davis/36347083', 'https://www.semanticscholar.org/author/Krzysztof-Maziarz/50351613', 'https://www.semanticscholar.org/author/Jeff-Dean/48448318', 'https://www.semanticscholar.org/author/Quoc-V.-Le/2827616']"
2017,Q-Prop: Sample-Efficient Policy Gradient with An Off-Policy Critic,11/7/2016,['https://www.semanticscholar.org/paper/Q-Prop%3A-Sample-Efficient-Policy-Gradient-with-An-Gu-Lillicrap/524513b6f4ddca331c33bcc70a9f677fa240cfa3'],"['https://www.semanticscholar.org/author/Zoubin-Ghahramani/1744700', 'https://www.semanticscholar.org/author/Shixiang-Gu/2046135', 'https://www.semanticscholar.org/author/Sergey-Levine/1736651', 'https://www.semanticscholar.org/author/Richard-E.-Turner/145369890', 'https://www.semanticscholar.org/author/Timothy-P.-Lillicrap/2542999']"
2017,Recurrent Batch Normalization,3/30/2016,['https://www.semanticscholar.org/paper/Recurrent-Batch-Normalization-Cooijmans-Ballas/952454718139dba3aafc6b3b67c4f514ac3964af'],"['https://www.semanticscholar.org/author/Tim-Cooijmans/2348758', 'https://www.semanticscholar.org/author/C%C3%A9sar-Laurent/40201308', 'https://www.semanticscholar.org/author/Aaron-C.-Courville/1760871', 'https://www.semanticscholar.org/author/Nicolas-Ballas/2482072', 'https://www.semanticscholar.org/author/Caglar-Gulcehre/146372255']"
2017,Inductive Bias of Deep Convolutional Networks through Pooling Geometry,5/22/2016,['https://www.semanticscholar.org/paper/Inductive-Bias-of-Deep-Convolutional-Networks-Cohen-Shashua/989e261e232c51cc48aa07064c573316f9f818c3'],"['https://www.semanticscholar.org/author/Amnon-Shashua/3140335', 'https://www.semanticscholar.org/author/Nadav-Cohen/32289606']"
2017,Incremental Network Quantization: Towards Lossless CNNs with Low-precision Weights,2/10/2017,['https://www.semanticscholar.org/paper/Incremental-Network-Quantization%3A-Towards-Lossless-Zhou-Yao/407ead18083e68626e82e07db1a9289ff0b7e862'],"['https://www.semanticscholar.org/author/Lin-Xu/47776045', 'https://www.semanticscholar.org/author/Yurong-Chen/6060281', 'https://www.semanticscholar.org/author/Anbang-Yao/2021251', 'https://www.semanticscholar.org/author/Aojun-Zhou/9548994', 'https://www.semanticscholar.org/author/Yiwen-Guo/2527106']"
2017,,,['-1'],['-1']
2017,DSD: Dense-Sparse-Dense Training for Deep Neural Networks,7/15/2016,['https://www.semanticscholar.org/paper/DSD%3A-Dense-Sparse-Dense-Training-for-Deep-Neural-Han-Pool/950619635df80e87c6f25b486cc5eaad4d71d0b0'],"['https://www.semanticscholar.org/author/Enhao-Gong/5285520', 'https://www.semanticscholar.org/author/Bryan-Catanzaro/2301680', 'https://www.semanticscholar.org/author/Manohar-Paluri/2210374', 'https://www.semanticscholar.org/author/William-J.-Dally/80724002', 'https://www.semanticscholar.org/author/John-Tran/145927488', 'https://www.semanticscholar.org/author/Song-Han/143840277', 'https://www.semanticscholar.org/author/Peter-Vajda/48682997', 'https://www.semanticscholar.org/author/Erich-Elsen/152585800', 'https://www.semanticscholar.org/author/Jeff-Pool/47325862', 'https://www.semanticscholar.org/author/Huizi-Mao/3123774', 'https://www.semanticscholar.org/author/Shijian-Tang/2814338', 'https://www.semanticscholar.org/author/Sharan-Narang/46617804']"
2017,TopicRNN: A Recurrent Neural Network with Long-Range Semantic Dependency,11/5/2016,['https://www.semanticscholar.org/paper/TopicRNN%3A-A-Recurrent-Neural-Network-with-Semantic-Dieng-Wang/7ab2166f6cdb1737e000df66d29c6538afc6811d'],"['https://www.semanticscholar.org/author/John-W.-Paisley/143855009', 'https://www.semanticscholar.org/author/Jianfeng-Gao/1800422', 'https://www.semanticscholar.org/author/Adji-B.-Dieng/34205035', 'https://www.semanticscholar.org/author/Chong-Wang/47074522']"
2017,Efficient Representation of Low-Dimensional Manifolds using Deep Networks,2/15/2016,"['https://www.semanticscholar.org/paper/Efficient-Representation-of-Low-Dimensional-using-Basri-Jacobs/ed9acc61319c2aad04ce25c3bc348b955296bed3', 'https://www.semanticscholar.org/paper/EFFICIENT-REPRESENTATION-OFLOW-DIMENSIONAL-USING-Basri/96c229e2e9588d613c62c8f597d4e7a5345d5c90']","['https://www.semanticscholar.org/author/David-W.-Jacobs/34734622', 'https://www.semanticscholar.org/author/Ronen-Basri/1760994']"
2017,Training deep neural-networks using a noise adaptation layer,4/24/2017,['https://www.semanticscholar.org/paper/Training-deep-neural-networks-using-a-noise-layer-Goldberger-Ben-Reuven/bc550ee45f4194f86c52152c10d302965c3563ca'],"['https://www.semanticscholar.org/author/Ehud-Ben-Reuven/1409093201', 'https://www.semanticscholar.org/author/Jacob-Goldberger/34508613']"
2017,SampleRNN: An Unconditional End-to-End Neural Audio Generation Model,12/22/2016,['https://www.semanticscholar.org/paper/SampleRNN%3A-An-Unconditional-End-to-End-Neural-Audio-Mehri-Kumar/e221e2c2ca8bd74a7b818406c8a2a342760e7d65'],"['https://www.semanticscholar.org/author/Shubham-Jain/145342039', 'https://www.semanticscholar.org/author/Jose-Sotelo/143778281', 'https://www.semanticscholar.org/author/Yoshua-Bengio/1751762', 'https://www.semanticscholar.org/author/Rithesh-Kumar/39458024', 'https://www.semanticscholar.org/author/Ishaan-Gulrajani/2708454', 'https://www.semanticscholar.org/author/Kundan-Kumar/145411463', 'https://www.semanticscholar.org/author/Soroush-Mehri/34719201', 'https://www.semanticscholar.org/author/Aaron-C.-Courville/1760871']"
2017,FractalNet: Ultra-Deep Neural Networks without Residuals,5/24/2016,['https://www.semanticscholar.org/paper/FractalNet%3A-Ultra-Deep-Neural-Networks-without-Larsson-Maire/d0156126edbfc524c8d108bdc0cf811cfe3129aa'],"['https://www.semanticscholar.org/author/Gustav-Larsson/34652567', 'https://www.semanticscholar.org/author/Michael-Maire/145854440', 'https://www.semanticscholar.org/author/Gregory-Shakhnarovich/2490189']"
2017,Towards the Limit of Network Quantization,12/5/2016,['https://www.semanticscholar.org/paper/Towards-the-Limit-of-Network-Quantization-Choi-El-Khamy/6d749712ef4f02a87f4e362058469a1da46c8bcc'],"['https://www.semanticscholar.org/author/Yoojin-Choi/2501862', 'https://www.semanticscholar.org/author/Mostafa-El-Khamy/1382637019', 'https://www.semanticscholar.org/author/Jungwon-Lee/4914711']"
2017,Understanding deep learning requires rethinking generalization,11/10/2016,['https://www.semanticscholar.org/paper/Understanding-deep-learning-requires-rethinking-Zhang-Bengio/54ddb00fa691728944fd8becea90a373d21597cf'],"['https://www.semanticscholar.org/author/Oriol-Vinyals/1689108', 'https://www.semanticscholar.org/author/Moritz-Hardt/1775622', 'https://www.semanticscholar.org/author/Chiyuan-Zhang/40313479', 'https://www.semanticscholar.org/author/Benjamin-Recht/9229182', 'https://www.semanticscholar.org/author/Samy-Bengio/1751569']"
2017,Optimal Binary Autoencoding with Pairwise Correlations,11/7/2016,['https://www.semanticscholar.org/paper/Optimal-Binary-Autoencoding-with-Pairwise-Balsubramani/6a65cd0e80a7b96fd861186f73fc04fc975213e0'],['https://www.semanticscholar.org/author/Akshay-Balsubramani/1693411']
2017,Metacontrol for Adaptive Imagination-Based Optimization,4/24/2017,['https://www.semanticscholar.org/paper/Metacontrol-for-Adaptive-Imagination-Based-Hamrick-Ballard/099cdb087f240352a02286bf9a3e7810c7ebb02b'],"['https://www.semanticscholar.org/author/Oriol-Vinyals/1689108', 'https://www.semanticscholar.org/author/Nicolas-Manfred-Otto-Heess/2801204', 'https://www.semanticscholar.org/author/Razvan-Pascanu/1996134', 'https://www.semanticscholar.org/author/Peter-W.-Battaglia/2019153', 'https://www.semanticscholar.org/author/Jessica-B.-Hamrick/2158860', 'https://www.semanticscholar.org/author/Andrew-J.-Ballard/5055381']"
2017,Sparsely-Connected Neural Networks: Towards Efficient VLSI Implementation of Deep Neural Networks,11/4/2016,['https://www.semanticscholar.org/paper/Sparsely-Connected-Neural-Networks%3A-Towards-VLSI-of-Ardakani-Condo/138ea97004fe7586977b4eb72835df615319c2df'],"['https://www.semanticscholar.org/author/Arash-Ardakani/143833550', 'https://www.semanticscholar.org/author/Warren-J.-Gross/1894132', 'https://www.semanticscholar.org/author/Carlo-Condo/2315227']"
2017,Calibrating Energy-based Generative Adversarial Networks,2/6/2017,"['https://www.semanticscholar.org/paper/Calibrating-Energy-based-Generative-Adversarial-Dai-Almahairi/0496691c6d54fd746c111d1004349acf7654145e', 'https://www.semanticscholar.org/paper/CALIBRATING-ENERGY-BASED-GENERATIVE-ADVER-Dai-Almahairi/6a46a0f2085adeb01565628142b6674ce13c32a5']","['https://www.semanticscholar.org/author/Eduard-H.-Hovy/144547315', 'https://www.semanticscholar.org/author/Amjad-Almahairi/2634674', 'https://www.semanticscholar.org/author/Philip-Bachman/143902541', 'https://www.semanticscholar.org/author/Zihang-Dai/3422912', 'https://www.semanticscholar.org/author/Aaron-C.-Courville/1760871']"
2017,Designing Neural Network Architectures using Reinforcement Learning,11/7/2016,['https://www.semanticscholar.org/paper/Designing-Neural-Network-Architectures-using-Baker-Gupta/6cd5dfccd9f52538b19a415e00031d0ee4e5b181'],"['https://www.semanticscholar.org/author/Ramesh-Raskar/145711633', 'https://www.semanticscholar.org/author/Bowen-Baker/40566201', 'https://www.semanticscholar.org/author/Nikhil-Naik/15653824', 'https://www.semanticscholar.org/author/Otkrist-Gupta/145418561']"
2017,Categorical Reparameterization with Gumbel-Softmax,11/3/2016,['https://www.semanticscholar.org/paper/Categorical-Reparameterization-with-Gumbel-Softmax-Jang-Gu/29e944711a354c396fad71936f536e83025b6ce0'],"['https://www.semanticscholar.org/author/Shixiang-Gu/2046135', 'https://www.semanticscholar.org/author/Ben-Poole/16443937', 'https://www.semanticscholar.org/author/Eric-Jang/145116380']"
2017,PixelVAE: A Latent Variable Model for Natural Images,11/15/2016,['https://www.semanticscholar.org/paper/PixelVAE%3A-A-Latent-Variable-Model-for-Natural-Gulrajani-Kumar/42e9055ec712ec9c7f0a79d963ea034a72dc7fa8'],"['https://www.semanticscholar.org/author/David-V%C3%A1zquez/144397156', 'https://www.semanticscholar.org/author/Ishaan-Gulrajani/2708454', 'https://www.semanticscholar.org/author/Aaron-C.-Courville/1760871', 'https://www.semanticscholar.org/author/Francesco-Visin/2077146', 'https://www.semanticscholar.org/author/Kundan-Kumar/145411463', 'https://www.semanticscholar.org/author/Faruk-Ahmed/48496963', 'https://www.semanticscholar.org/author/Adrien-Ali-Ta%C3%AFga/51243889']"
2017,Transfer of View-manifold Learning to Similarity Perception of Novel Objects,3/31/2017,['https://www.semanticscholar.org/paper/Transfer-of-View-manifold-Learning-to-Similarity-of-Lin-Wang/01fce96b99aedfb5d041ef4411ad8e9699b2c4df'],"['https://www.semanticscholar.org/author/Yimeng-Zhang/2210093', 'https://www.semanticscholar.org/author/Alan-L.-Yuille/145081362', 'https://www.semanticscholar.org/author/Zhihao-Li/143846985', 'https://www.semanticscholar.org/author/Xingyu-Lin/8013722', 'https://www.semanticscholar.org/author/Tai-Sing-Lee/1684927']"
2017,Sample Efficient Actor-Critic with  Experience Replay,11/3/2016,['https://www.semanticscholar.org/paper/Sample-Efficient-Actor-Critic-with-Experience-Wang-Bapst/6a43d91c8d883e3463b358571125fa0ec7298b3a'],"['https://www.semanticscholar.org/author/Volodymyr-Mnih/3255983', 'https://www.semanticscholar.org/author/Ziyu-Wang/47197117', 'https://www.semanticscholar.org/author/Nicolas-Manfred-Otto-Heess/2801204', 'https://www.semanticscholar.org/author/Nando-de-Freitas/1737568', 'https://www.semanticscholar.org/author/Koray-Kavukcuoglu/2645384', 'https://www.semanticscholar.org/author/Victor-Bapst/2603033', 'https://www.semanticscholar.org/author/R%C3%A9mi-Munos/1708654']"
2017,Distributed Second-Order Optimization using Kronecker-Factored Approximations,4/24/2017,"['https://www.semanticscholar.org/paper/Distributed-Second-Order-Optimization-using-Ba-Grosse/0c7a93498360ce6c0ff1a7c37fd9b6aa0c054f85', 'https://www.semanticscholar.org/paper/D-ISTRIBUTED-SECOND-ORDER-OPTIMIZATION-USING-K-Ba/d36a05caca249a32ad73893eb3fba3b85eb50bd9']","['https://www.semanticscholar.org/author/Jimmy-Ba/2503659', 'https://www.semanticscholar.org/author/Roger-B.-Grosse/1785346', 'https://www.semanticscholar.org/author/James-Martens/145704247']"
2017,Learning to Navigate in Complex Environments,11/11/2016,['https://www.semanticscholar.org/paper/Learning-to-Navigate-in-Complex-Environments-Mirowski-Pascanu/d35b05f440b5ba00d9429139edef7182bf9f7ce7'],"['https://www.semanticscholar.org/author/Misha-Denil/1715051', 'https://www.semanticscholar.org/author/Laurent-Sifre/2175946', 'https://www.semanticscholar.org/author/Andrea-Banino/4194027', 'https://www.semanticscholar.org/author/Ross-Goroshin/2558463', 'https://www.semanticscholar.org/author/Raia-Hadsell/2315504', 'https://www.semanticscholar.org/author/Koray-Kavukcuoglu/2645384', 'https://www.semanticscholar.org/author/Razvan-Pascanu/1996134', 'https://www.semanticscholar.org/author/Hubert-Soyer/2794457', 'https://www.semanticscholar.org/author/Piotr-W.-Mirowski/144705062', 'https://www.semanticscholar.org/author/Dharshan-Kumaran/2106164', 'https://www.semanticscholar.org/author/Andy-Ballard/3577056', 'https://www.semanticscholar.org/author/Fabio-Viola/143740871']"
2017,Learning to superoptimize programs,11/6/2016,"['https://www.semanticscholar.org/paper/Learning-to-superoptimize-programs-Bunel-Desmaison/29064c333a95a40854172e60440168777f87994c', 'https://www.semanticscholar.org/paper/L-EARNING-TO-SUPEROPTIMIZE-PROGRAMS-Bunel-Desmaison/9c6a9ca8930af5c34fd89c43d0f30559b1dad0bc']","['https://www.semanticscholar.org/author/Philip-H.-S.-Torr/143635540', 'https://www.semanticscholar.org/author/Alban-Desmaison/3050846', 'https://www.semanticscholar.org/author/M.-Pawan-Kumar/3717791', 'https://www.semanticscholar.org/author/Rudy-Bunel/3407947', 'https://www.semanticscholar.org/author/Pushmeet-Kohli/143967473']"
2017,Trained Ternary Quantization,12/4/2016,['https://www.semanticscholar.org/paper/Trained-Ternary-Quantization-Zhu-Han/d418295cd3027c43eccc5592ae5b8303ba8192be'],"['https://www.semanticscholar.org/author/Song-Han/143840277', 'https://www.semanticscholar.org/author/Chenzhuo-Zhu/7883636', 'https://www.semanticscholar.org/author/William-J.-Dally/80724002', 'https://www.semanticscholar.org/author/Huizi-Mao/3123774']"
2017,Online Bayesian Transfer Learning for Sequential Data Modeling,4/24/2017,['https://www.semanticscholar.org/paper/Online-Bayesian-Transfer-Learning-for-Sequential-Jaini-Chen/20be936439c626c11611ce62771e8b8ba3c797f9'],"['https://www.semanticscholar.org/author/Kayla-Regan/50439073', 'https://www.semanticscholar.org/author/Mike-Schaekermann/10685155', 'https://www.semanticscholar.org/author/George-Trimponias/3327874', 'https://www.semanticscholar.org/author/James-Tung/145407517', 'https://www.semanticscholar.org/author/Laura-Middleton/47458981', 'https://www.semanticscholar.org/author/Zhitang-Chen/2827164', 'https://www.semanticscholar.org/author/Pablo-Carbajal/72560888', 'https://www.semanticscholar.org/author/Edith-Law/2987829', 'https://www.semanticscholar.org/author/Pascal-Poupart/1807041', 'https://www.semanticscholar.org/author/Priyank-Jaini/144818264']"
2017,Deep Variational Information Bottleneck,12/1/2016,['https://www.semanticscholar.org/paper/Deep-Variational-Information-Bottleneck-Alemi-Fischer/a181fb5a42ad8fe2cc27b5542fa40384e9a8d72c'],"['https://www.semanticscholar.org/author/Joshua-V.-Dillon/2403637', 'https://www.semanticscholar.org/author/Alexander-A.-Alemi/3355060', 'https://www.semanticscholar.org/author/Kevin-Murphy/1702318', 'https://www.semanticscholar.org/author/Ian-S.-Fischer/33091759']"
2017,Exploring Sparsity in Recurrent Neural Networks,4/17/2017,['https://www.semanticscholar.org/paper/Exploring-Sparsity-in-Recurrent-Neural-Networks-Narang-Diamos/0a5265d5f4a2b59bde18c258ad5acd26bc680769'],"['https://www.semanticscholar.org/author/Erich-Elsen/152585800', 'https://www.semanticscholar.org/author/Shubho-Sengupta/2264597', 'https://www.semanticscholar.org/author/Sharan-Narang/46617804', 'https://www.semanticscholar.org/author/Greg-Diamos/2322582']"
