authors_review,authors_links,author_stats
Amir Hosein Khasahmadi;Kaveh Hassani;Parsa Moradi;Leo Lee;Quaid Morris,"['https://www.semanticscholar.org/author/Amir-Hosein-Khas-Ahmadi/1516916058', 'https://www.semanticscholar.org/author/Kaveh-Hassani/46827428', 'https://www.semanticscholar.org/author/Parsa-Moradi/3249115', 'https://www.semanticscholar.org/author/Leo-Lee/49441608', 'https://www.semanticscholar.org/author/Quaid-D.-Morris/1731810']","[{'Publications': '2', 'h-index': '1', 'Citations': '3', 'Highly Influential Citations': '2'}, {'Publications': '12', 'h-index': '3', 'Citations': '44', 'Highly Influential Citations': '7'}, {'Publications': '5', 'h-index': '2', 'Citations': '21', 'Highly Influential Citations': '4'}, {'Publications': '69', 'h-index': '6', 'Citations': '244', 'Highly Influential Citations': '12'}, {'Publications': '197', 'h-index': '50', 'Citations': '15,130', 'Highly Influential Citations': '1,297'}]"
Shunshi Zhang;Bradly C. Stadie,"['https://www.semanticscholar.org/author/Matthew-Shunshi-Zhang/6303990', 'https://www.semanticscholar.org/author/Bradly-C.-Stadie/3275284']","[{'Publications': '8', 'h-index': '2', 'Citations': '41', 'Highly Influential Citations': '0'}, {'Publications': '17', 'h-index': '7', 'Citations': '778', 'Highly Influential Citations': '50'}]"
Kimin Lee;Kibok Lee;Jinwoo Shin;Honglak Lee,"['https://www.semanticscholar.org/author/Kimin-Lee/3436470', 'https://www.semanticscholar.org/author/Kibok-Lee/2208511', 'https://www.semanticscholar.org/author/Jinwoo-Shin/143720148', 'https://www.semanticscholar.org/author/Honglak-Lee/1697141']","[{'Publications': '27', 'h-index': '8', 'Citations': '507', 'Highly Influential Citations': '108'}, {'Publications': '35', 'h-index': '12', 'Citations': '749', 'Highly Influential Citations': '112'}, {'Publications': '186', 'h-index': '19', 'Citations': '1,752', 'Highly Influential Citations': '225'}, {'Publications': '166', 'h-index': '62', 'Citations': '24,514', 'Highly Influential Citations': '2,837'}]"
Michael Tschannen;Josip Djolonga;Paul K. Rubenstein;Sylvain Gelly;Mario Lucic,"['https://www.semanticscholar.org/author/Michael-Tschannen/143902495', 'https://www.semanticscholar.org/author/Josip-Djolonga/2941141', 'https://www.semanticscholar.org/author/Paul-K.-Rubenstein/48159426', 'https://www.semanticscholar.org/author/Sylvain-Gelly/1802148', 'https://www.semanticscholar.org/author/Mario-Lucic/34302129']","[{'Publications': '39', 'h-index': '18', 'Citations': '1,229', 'Highly Influential Citations': '160'}, {'Publications': '21', 'h-index': '9', 'Citations': '353', 'Highly Influential Citations': '24'}, {'Publications': '12', 'h-index': '6', 'Citations': '132', 'Highly Influential Citations': '21'}, {'Publications': '112', 'h-index': '26', 'Citations': '3,609', 'Highly Influential Citations': '464'}, {'Publications': '48', 'h-index': '21', 'Citations': '1,625', 'Highly Influential Citations': '196'}]"
Vikranth Dwaracherla;Xiuyuan Lu;Morteza Ibrahimi;Ian Osband;Zheng Wen;Benjamin Van Roy,"['https://www.semanticscholar.org/author/Vikranth-Reddy-Dwaracherla/3427981', 'https://www.semanticscholar.org/author/Xiuyuan-Lu/13803873', 'https://www.semanticscholar.org/author/Morteza-Ibrahimi/145424823', 'https://www.semanticscholar.org/author/Ian-Osband/2561924', 'https://www.semanticscholar.org/author/Zheng-Wen/1500397567', 'https://www.semanticscholar.org/author/Benjamin-Van-Roy/1731282']","[{'Publications': '9', 'h-index': '3', 'Citations': '25', 'Highly Influential Citations': '2'}, {'Publications': '17', 'h-index': '5', 'Citations': '81', 'Highly Influential Citations': '2'}, {'Publications': '15', 'h-index': '7', 'Citations': '173', 'Highly Influential Citations': '20'}, {'Publications': '28', 'h-index': '19', 'Citations': '2,492', 'Highly Influential Citations': '357'}, {'Publications': '7', 'h-index': '1', 'Citations': '2', 'Highly Influential Citations': '0'}, {'Publications': '162', 'h-index': '42', 'Citations': '7,351', 'Highly Influential Citations': '662'}]"
Balasubramaniam Srinivasan;Bruno Ribeiro,"['https://www.semanticscholar.org/author/Balasubramaniam-Srinivasan/28090984', 'https://www.semanticscholar.org/author/Bruno-Ribeiro/145848194']","[{'Publications': '46', 'h-index': '6', 'Citations': '122', 'Highly Influential Citations': '2'}, {'Publications': '6', 'h-index': '2', 'Citations': '14', 'Highly Influential Citations': '0'}]"
Hanqing Zeng;Hongkuan Zhou;Ajitesh Srivastava;Rajgopal Kannan;Viktor Prasanna,"['https://www.semanticscholar.org/author/Hanqing-Zeng/33352252', 'https://www.semanticscholar.org/author/Hongkuan-Zhou/7678265', 'https://www.semanticscholar.org/author/Ajitesh-Srivastava/2215594', 'https://www.semanticscholar.org/author/Rajgopal-Kannan/145297301', 'https://www.semanticscholar.org/author/Viktor-K.-Prasanna/48271565']","[{'Publications': '29', 'h-index': '8', 'Citations': '201', 'Highly Influential Citations': '15'}, {'Publications': '6', 'h-index': '4', 'Citations': '42', 'Highly Influential Citations': '6'}, {'Publications': '41', 'h-index': '6', 'Citations': '128', 'Highly Influential Citations': '12'}, {'Publications': '175', 'h-index': '19', 'Citations': '1,694', 'Highly Influential Citations': '88'}, {'Publications': '19', 'h-index': '3', 'Citations': '100', 'Highly Influential Citations': '17'}]"
Ziwei Ji;Matus Telgarsky,"['https://www.semanticscholar.org/author/Ziwei-Ji/3391272', 'https://www.semanticscholar.org/author/Matus-Telgarsky/1750943']","[{'Publications': '16', 'h-index': '5', 'Citations': '169', 'Highly Influential Citations': '28'}, {'Publications': '44', 'h-index': '15', 'Citations': '2,045', 'Highly Influential Citations': '346'}]"
Karthikeyan K;Zihan Wang;Stephen Mayhew;Dan Roth,"['https://www.semanticscholar.org/author/Kaliyaperumal-Karthikeyan/46451258', 'https://www.semanticscholar.org/author/Zihan-Wang/47196738', 'https://www.semanticscholar.org/author/Stephen-Mayhew/2153374', 'https://www.semanticscholar.org/author/Dan-Roth/152567881']","[{'Publications': '39', 'h-index': '4', 'Citations': '80', 'Highly Influential Citations': '3'}, {'Publications': '23', 'h-index': '3', 'Citations': '47', 'Highly Influential Citations': '3'}, {'Publications': '26', 'h-index': '7', 'Citations': '207', 'Highly Influential Citations': '30'}, {'Publications': '13', 'h-index': '3', 'Citations': '101', 'Highly Influential Citations': '5'}]"
Łukasz Kaiser;Mohammad Babaeizadeh;Piotr Miłos;Błażej Osiński;Roy H Campbell;Konrad Czechowski;Dumitru Erhan;Chelsea Finn;Piotr Kozakowski;Sergey Levine;Afroz Mohiuddin;Ryan Sepassi;George Tucker;Henryk Michalewski,"['https://www.semanticscholar.org/author/Lukasz-Kaiser/40527594', 'https://www.semanticscholar.org/author/Mohammad-Babaeizadeh/3365707', 'https://www.semanticscholar.org/author/Piotr-Milos/29900205', 'https://www.semanticscholar.org/author/Blazej-Osinski/41022287', 'https://www.semanticscholar.org/author/Roy-H.-Campbell/143775101', 'https://www.semanticscholar.org/author/Konrad-Czechowski/30770224', 'https://www.semanticscholar.org/author/Dumitru-Erhan/1761978', 'https://www.semanticscholar.org/author/Chelsea-Finn/46881670', 'https://www.semanticscholar.org/author/Piotr-Kozakowski/49265654', 'https://www.semanticscholar.org/author/Sergey-Levine/1736651', '-1', 'https://www.semanticscholar.org/author/Ryan-Sepassi/35474601', 'https://www.semanticscholar.org/author/George-Tucker/145499435', 'https://www.semanticscholar.org/author/Henryk-Michalewski/47407464']","[{'Publications': '75', 'h-index': '23', 'Citations': '22,913', 'Highly Influential Citations': '3,899'}, {'Publications': '19', 'h-index': '8', 'Citations': '628', 'Highly Influential Citations': '94'}, {'Publications': '46', 'h-index': '10', 'Citations': '437', 'Highly Influential Citations': '37'}, {'Publications': '5', 'h-index': '3', 'Citations': '136', 'Highly Influential Citations': '11'}, {'Publications': '560', 'h-index': '54', 'Citations': '12,297', 'Highly Influential Citations': '961'}, {'Publications': '15', 'h-index': '4', 'Citations': '137', 'Highly Influential Citations': '11'}, {'Publications': '60', 'h-index': '31', 'Citations': '43,043', 'Highly Influential Citations': '6,039'}, {'Publications': '101', 'h-index': '34', 'Citations': '7,879', 'Highly Influential Citations': '1,060'}, {'Publications': '4', 'h-index': '1', 'Citations': '109', 'Highly Influential Citations': '7'}, {'Publications': '310', 'h-index': '74', 'Citations': '24,893', 'Highly Influential Citations': '3,235'}, {'Publications': '-1', 'h-index': '-1', 'Citations': '-1', 'Highly Influenced Papers': '-1'}, {'Publications': '6', 'h-index': '4', 'Citations': '563', 'Highly Influential Citations': '70'}, {'Publications': '75', 'h-index': '21', 'Citations': '2,705', 'Highly Influential Citations': '301'}, {'Publications': '53', 'h-index': '9', 'Citations': '368', 'Highly Influential Citations': '26'}]"
Fan-Yun Sun;Jordan Hoffman;Vikas Verma;Jian Tang,"['https://www.semanticscholar.org/author/Fan-Yun-Sun/51447186', 'https://www.semanticscholar.org/author/Jordan-Hoffmann/46616544', '-1', 'https://www.semanticscholar.org/author/Jian-Tang/144551170']","[{'Publications': '8', 'h-index': '3', 'Citations': '31', 'Highly Influential Citations': '9'}, {'Publications': '23', 'h-index': '7', 'Citations': '103', 'Highly Influential Citations': '8'}, {'Publications': '-1', 'h-index': '-1', 'Citations': '-1', 'Highly Influenced Papers': '-1'}, {'Publications': '154', 'h-index': '34', 'Citations': '5,178', 'Highly Influential Citations': '450'}]"
Zhichao Huang;Tong Zhang,"['https://www.semanticscholar.org/author/Zhichao-Huang/50294051', 'https://www.semanticscholar.org/author/Tong-Zhang/50728655']","[{'Publications': '18', 'h-index': '5', 'Citations': '63', 'Highly Influential Citations': '6'}, {'Publications': '78', 'h-index': '5', 'Citations': '164', 'Highly Influential Citations': '14'}]"
Muhan Zhang;Yixin Chen,"['https://www.semanticscholar.org/author/Muhan-Zhang/1390814008', 'https://www.semanticscholar.org/author/Yixin-Chen/47557959']","[{'Publications': '6', 'h-index': '3', 'Citations': '22', 'Highly Influential Citations': '0'}, {'Publications': '54', 'h-index': '7', 'Citations': '681', 'Highly Influential Citations': '90'}]"
Pedro Tabacof;Luca Costabello,"['https://www.semanticscholar.org/author/Pedro-Tabacof/2728925', 'https://www.semanticscholar.org/author/Luca-Costabello/3021495']","[{'Publications': '8', 'h-index': '5', 'Citations': '169', 'Highly Influential Citations': '13'}, {'Publications': '35', 'h-index': '8', 'Citations': '213', 'Highly Influential Citations': '21'}]"
Oleksandr Shchur;Marin Biloš;Stephan Günnemann,"['https://www.semanticscholar.org/author/Oleksandr-Shchur/32724677', 'https://www.semanticscholar.org/author/Marin-Bilos/1388111489', 'https://www.semanticscholar.org/author/Stephan-G%C3%BCnnemann/3075189']","[{'Publications': '12', 'h-index': '4', 'Citations': '262', 'Highly Influential Citations': '38'}, {'Publications': '3', 'h-index': '2', 'Citations': '5', 'Highly Influential Citations': '0'}, {'Publications': '139', 'h-index': '28', 'Citations': '2,528', 'Highly Influential Citations': '291'}]"
Jinyuan Jia;Xiaoyu Cao;Binghui Wang;Neil Zhenqiang Gong,"['https://www.semanticscholar.org/author/Jinyuan-Jia/143987304', 'https://www.semanticscholar.org/author/Xiaoyu-Cao/47300733', 'https://www.semanticscholar.org/author/Binghui-Wang/1789625', 'https://www.semanticscholar.org/author/Neil-Zhenqiang-Gong/144516687']","[{'Publications': '8', 'h-index': '3', 'Citations': '25', 'Highly Influential Citations': '3'}, {'Publications': '25', 'h-index': '6', 'Citations': '164', 'Highly Influential Citations': '16'}, {'Publications': '35', 'h-index': '10', 'Citations': '397', 'Highly Influential Citations': '19'}, {'Publications': '72', 'h-index': '22', 'Citations': '1,640', 'Highly Influential Citations': '146'}]"
Wei Hu;Zhiyuan Li;Dingli Yu,"['https://www.semanticscholar.org/author/Wei-Hu/1471043558', 'https://www.semanticscholar.org/author/Zhiyuan-Li/46947755', 'https://www.semanticscholar.org/author/Dingli-Yu/150084780']","[{'Publications': '15', 'h-index': '2', 'Citations': '18', 'Highly Influential Citations': '1'}, {'Publications': '13', 'h-index': '10', 'Citations': '675', 'Highly Influential Citations': '116'}, {'Publications': '8', 'h-index': '1', 'Citations': '11', 'Highly Influential Citations': '0'}]"
Yuexiang Zhai;Hermish Mehta;Zhengyuan Zhou;Yi Ma,"['https://www.semanticscholar.org/author/Yuexiang-Zhai/119692515', 'https://www.semanticscholar.org/author/Hermish-Mehta/153580345', 'https://www.semanticscholar.org/author/Zhengyuan-Zhou/47230320', 'https://www.semanticscholar.org/author/Yuliang-Ma/50032052']","[{'Publications': '6', 'h-index': '3', 'Citations': '27', 'Highly Influential Citations': '7'}, {'Publications': '4', 'h-index': '2', 'Citations': '9', 'Highly Influential Citations': '3'}, {'Publications': '85', 'h-index': '16', 'Citations': '963', 'Highly Influential Citations': '116'}, {'Publications': '549', 'h-index': '58', 'Citations': '34,958', 'Highly Influential Citations': '5,265'}]"
Atsuhiro Noguchi;Tatsuya Harada,"['https://www.semanticscholar.org/author/Atsuhiro-Noguchi/70325244', 'https://www.semanticscholar.org/author/Tatsuya-Harada/1790553']","[{'Publications': '3', 'h-index': '2', 'Citations': '17', 'Highly Influential Citations': '7'}, {'Publications': '213', 'h-index': '26', 'Citations': '2,594', 'Highly Influential Citations': '327'}]"
Ioana Bica;Ahmed M Alaa;James Jordon;Mihaela van der Schaar,"['https://www.semanticscholar.org/author/Ioana-Bica/39965049', 'https://www.semanticscholar.org/author/Ahmed-M.-Alaa/145629795', 'https://www.semanticscholar.org/author/J.-Brian-Jordon/4690510', 'https://www.semanticscholar.org/author/Mihaela-van-der-Schaar/1729969']","[{'Publications': '7', 'h-index': '3', 'Citations': '12', 'Highly Influential Citations': '1'}, {'Publications': '72', 'h-index': '12', 'Citations': '409', 'Highly Influential Citations': '20'}, {'Publications': '105', 'h-index': '16', 'Citations': '844', 'Highly Influential Citations': '33'}, {'Publications': '642', 'h-index': '42', 'Citations': '8,828', 'Highly Influential Citations': '547'}]"
Tingwu Wang;Jimmy Ba,"['https://www.semanticscholar.org/author/Tingwu-Wang/3428549', 'https://www.semanticscholar.org/author/Jimmy-Ba/2503659']","[{'Publications': '8', 'h-index': '5', 'Citations': '190', 'Highly Influential Citations': '17'}, {'Publications': '56', 'h-index': '22', 'Citations': '52,924', 'Highly Influential Citations': '8,625'}]"
Jiayi Wei;Maruth Goyal;Greg Durrett;Isil Dillig,"['https://www.semanticscholar.org/author/Jiayi-Wei/49319137', 'https://www.semanticscholar.org/author/M-Goyal/90672004', 'https://www.semanticscholar.org/author/Greg-Durrett/1814094', 'https://www.semanticscholar.org/author/Isil-Dillig/1714075']","[{'Publications': '9', 'h-index': '3', 'Citations': '40', 'Highly Influential Citations': '2'}, {'Publications': '5', 'h-index': '2', 'Citations': '5', 'Highly Influential Citations': '0'}, {'Publications': '48', 'h-index': '16', 'Citations': '1,253', 'Highly Influential Citations': '163'}, {'Publications': '99', 'h-index': '26', 'Citations': '2,197', 'Highly Influential Citations': '204'}]"
Yichi Zhang;Ritchie Zhao;Weizhe Hua;Nayun Xu;G. Edward Suh;Zhiru Zhang,"['https://www.semanticscholar.org/author/Yichi-Zhang/1591132058', 'https://www.semanticscholar.org/author/Ritchie-Zhao/30456097', 'https://www.semanticscholar.org/author/Weizhe-Hua/37794086', 'https://www.semanticscholar.org/author/Nayun-Xu/35718053', 'https://www.semanticscholar.org/author/G.-Edward-Suh/145691878', 'https://www.semanticscholar.org/author/Zhiru-Zhang/38554991']","[{'Publications': '11', 'h-index': '2', 'Citations': '35', 'Highly Influential Citations': '3'}, {'Publications': '21', 'h-index': '10', 'Citations': '487', 'Highly Influential Citations': '54'}, {'Publications': '13', 'h-index': '6', 'Citations': '98', 'Highly Influential Citations': '12'}, {'Publications': '4', 'h-index': '1', 'Citations': '15', 'Highly Influential Citations': '0'}, {'Publications': '114', 'h-index': '32', 'Citations': '6,272', 'Highly Influential Citations': '819'}, {'Publications': '105', 'h-index': '22', 'Citations': '2,158', 'Highly Influential Citations': '203'}]"
Rong Ye;Wenxian Shi;Hao Zhou;Zhongyu Wei;Lei Li,"['https://www.semanticscholar.org/author/Rong-Ye/48977251', 'https://www.semanticscholar.org/author/Wenxian-Shi/92229033', 'https://www.semanticscholar.org/author/Hao-Zhou/49780826', 'https://www.semanticscholar.org/author/Zhongyu-Wei/2712533', 'https://www.semanticscholar.org/author/Lei-Li/143900010']","[{'Publications': '24', 'h-index': '6', 'Citations': '112', 'Highly Influential Citations': '6'}, {'Publications': '7', 'h-index': '3', 'Citations': '24', 'Highly Influential Citations': '1'}, {'Publications': '73', 'h-index': '8', 'Citations': '174', 'Highly Influential Citations': '26'}, {'Publications': '80', 'h-index': '14', 'Citations': '783', 'Highly Influential Citations': '83'}, {'Publications': '78', 'h-index': '8', 'Citations': '346', 'Highly Influential Citations': '47'}]"
Nimrod Segol;Yaron Lipman,"['https://www.semanticscholar.org/author/Nimrod-Segol/66870455', 'https://www.semanticscholar.org/author/Yaron-Lipman/3232072']","[{'Publications': '4', 'h-index': '3', 'Citations': '59', 'Highly Influential Citations': '12'}, {'Publications': '99', 'h-index': '41', 'Citations': '5,288', 'Highly Influential Citations': '531'}]"
Baoxiang Wang;Shuai Li;Jiajin Li;Siu On Chan,"['https://www.semanticscholar.org/author/Baoxiang-Wang/47780630', 'https://www.semanticscholar.org/author/Shuai-Li/47319689', 'https://www.semanticscholar.org/author/Jiajin-Li/10297509', 'https://www.semanticscholar.org/author/Siu-On-Chan/35207380']","[{'Publications': '14', 'h-index': '3', 'Citations': '54', 'Highly Influential Citations': '3'}, {'Publications': '158', 'h-index': '14', 'Citations': '654', 'Highly Influential Citations': '34'}, {'Publications': '13', 'h-index': '2', 'Citations': '36', 'Highly Influential Citations': '2'}, {'Publications': '22', 'h-index': '8', 'Citations': '378', 'Highly Influential Citations': '40'}]"
Augustus Odena;Charles Sutton,"['https://www.semanticscholar.org/author/Augustus-Odena/2624088', 'https://www.semanticscholar.org/author/Charles-Sutton/152549864']","[{'Publications': '25', 'h-index': '13', 'Citations': '3,293', 'Highly Influential Citations': '477'}, {'Publications': '18', 'h-index': '3', 'Citations': '50', 'Highly Influential Citations': '4'}]"
Hae Beom Lee;Hayeon Lee;Donghyun Na;Saehoon Kim;Minseop Park;Eunho Yang;Sung Ju Hwang,"['https://www.semanticscholar.org/author/Hae-Beom-Lee/80316080', '-1', 'https://www.semanticscholar.org/author/Donghyun-Na/100766287', 'https://www.semanticscholar.org/author/Saehoon-Kim/1898376', 'https://www.semanticscholar.org/author/Minseop-Park/144568677', 'https://www.semanticscholar.org/author/Eunho-Yang/1720494', 'https://www.semanticscholar.org/author/Sung-Ju-Hwang/35788904']","[{'Publications': '23', 'h-index': '5', 'Citations': '96', 'Highly Influential Citations': '4'}, {'Publications': '-1', 'h-index': '-1', 'Citations': '-1', 'Highly Influenced Papers': '-1'}, {'Publications': '10', 'h-index': '4', 'Citations': '165', 'Highly Influential Citations': '6'}, {'Publications': '35', 'h-index': '10', 'Citations': '424', 'Highly Influential Citations': '68'}, {'Publications': '7', 'h-index': '4', 'Citations': '123', 'Highly Influential Citations': '28'}, {'Publications': '75', 'h-index': '16', 'Citations': '1,067', 'Highly Influential Citations': '169'}, {'Publications': '71', 'h-index': '16', 'Citations': '1,128', 'Highly Influential Citations': '125'}]"
David Balduzzi;Wojciech M. Czarnecki;Tom Anthony;Ian Gemp;Edward Hughes;Joel Leibo;Georgios Piliouras;Thore Graepel,"['https://www.semanticscholar.org/author/David-Balduzzi/1722983', 'https://www.semanticscholar.org/author/Wojiech-M.-Czarnecki/1485512374', 'https://www.semanticscholar.org/author/Thomas-W.-Anthony/2735286', 'https://www.semanticscholar.org/author/Ian-M.-Gemp/2019762', 'https://www.semanticscholar.org/author/Edward-Hughes/37591038', 'https://www.semanticscholar.org/author/Joel-Z.-Leibo/1700356', 'https://www.semanticscholar.org/author/Georgios-Piliouras/1787822', 'https://www.semanticscholar.org/author/Thore-Graepel/1686971']","[{'Publications': '61', 'h-index': '21', 'Citations': '2,521', 'Highly Influential Citations': '359'}, {'Publications': '1', 'h-index': '1', 'Citations': '3', 'Highly Influential Citations': '1'}, {'Publications': '18', 'h-index': '6', 'Citations': '154', 'Highly Influential Citations': '9'}, {'Publications': '4', 'h-index': '2', 'Citations': '15', 'Highly Influential Citations': '1'}, {'Publications': '20', 'h-index': '7', 'Citations': '152', 'Highly Influential Citations': '13'}, {'Publications': '75', 'h-index': '29', 'Citations': '3,547', 'Highly Influential Citations': '357'}, {'Publications': '99', 'h-index': '19', 'Citations': '1,257', 'Highly Influential Citations': '84'}, {'Publications': '161', 'h-index': '45', 'Citations': '19,274', 'Highly Influential Citations': '1,406'}]"
Ted Xiao;Eric Jang;Dmitry Kalashnikov;Sergey Levine;Julian Ibarz;Karol Hausman;Alexander Herzog,"['https://www.semanticscholar.org/author/Ted-Xiao/9961095', 'https://www.semanticscholar.org/author/Eric-B.-Jang/6651888', 'https://www.semanticscholar.org/author/Dmitry-A.-Kalashnikov/9210522', 'https://www.semanticscholar.org/author/Sergey-Levine/152198491', 'https://www.semanticscholar.org/author/Julian-Ibarz/46920727', 'https://www.semanticscholar.org/author/Karol-Hausman/1944801', 'https://www.semanticscholar.org/author/Alexander-Herzog/1505793452']","[{'Publications': '15', 'h-index': '3', 'Citations': '83', 'Highly Influential Citations': '2'}, {'Publications': '138', 'h-index': '26', 'Citations': '2,181', 'Highly Influential Citations': '140'}, {'Publications': '67', 'h-index': '11', 'Citations': '336', 'Highly Influential Citations': '4'}, {'Publications': '34', 'h-index': '9', 'Citations': '959', 'Highly Influential Citations': '103'}, {'Publications': '22', 'h-index': '13', 'Citations': '2,860', 'Highly Influential Citations': '349'}, {'Publications': '62', 'h-index': '15', 'Citations': '872', 'Highly Influential Citations': '53'}, {'Publications': '3', 'h-index': '0', 'Citations': '0', 'Highly Influential Citations': '0'}]"
Aviv Gabbay;Yedid Hoshen,"['https://www.semanticscholar.org/author/Aviv-Gabbay/27485318', 'https://www.semanticscholar.org/author/Yedid-Hoshen/2776254']","[{'Publications': '8', 'h-index': '5', 'Citations': '96', 'Highly Influential Citations': '10'}, {'Publications': '33', 'h-index': '10', 'Citations': '503', 'Highly Influential Citations': '59'}]"
Sergey Bartunov;Jack Rae;Simon Osindero;Timothy Lillicrap,"['https://www.semanticscholar.org/author/Sergey-Bartunov/2258504', 'https://www.semanticscholar.org/author/Jack-W.-Rae/34269227', 'https://www.semanticscholar.org/author/Simon-Osindero/2217144', 'https://www.semanticscholar.org/author/Timothy-P.-Lillicrap/2542999']","[{'Publications': '13', 'h-index': '8', 'Citations': '1,148', 'Highly Influential Citations': '125'}, {'Publications': '19', 'h-index': '10', 'Citations': '631', 'Highly Influential Citations': '74'}, {'Publications': '38', 'h-index': '21', 'Citations': '14,818', 'Highly Influential Citations': '1,866'}, {'Publications': '74', 'h-index': '39', 'Citations': '24,158', 'Highly Influential Citations': '2,943'}]"
Chen-Yu Hsu;Abbas Zeitoun;Guang-He Lee;Dina Katabi;Tommi Jaakkola,"['https://www.semanticscholar.org/author/Chen-Yu-Hsu/2502450', 'https://www.semanticscholar.org/author/Abbas-Zeitoun/1583964783', 'https://www.semanticscholar.org/author/Guang-He-Lee/2141495', 'https://www.semanticscholar.org/author/Dina-Katabi/1785714', 'https://www.semanticscholar.org/author/Tommi-S.-Jaakkola/35132120']","[{'Publications': '31', 'h-index': '9', 'Citations': '444', 'Highly Influential Citations': '34'}, {'Publications': '1', 'h-index': '1', 'Citations': '1', 'Highly Influential Citations': '0'}, {'Publications': '18', 'h-index': '6', 'Citations': '103', 'Highly Influential Citations': '15'}, {'Publications': '254', 'h-index': '67', 'Citations': '19,583', 'Highly Influential Citations': '2,607'}, {'Publications': '293', 'h-index': '69', 'Citations': '22,299', 'Highly Influential Citations': '2,326'}]"
Eric Mitchell;Selim Engin;Volkan Isler;Daniel D Lee,"['https://www.semanticscholar.org/author/Eric-Mitchell/49688913', 'https://www.semanticscholar.org/author/Kazim-Selim-Engin/35908198', 'https://www.semanticscholar.org/author/Volkan-Isler/1698835', 'https://www.semanticscholar.org/author/Daniel-D.-Lee/145675444']","[{'Publications': '25', 'h-index': '3', 'Citations': '41', 'Highly Influential Citations': '3'}, {'Publications': '3', 'h-index': '2', 'Citations': '16', 'Highly Influential Citations': '1'}, {'Publications': '188', 'h-index': '29', 'Citations': '3,391', 'Highly Influential Citations': '167'}, {'Publications': '183', 'h-index': '31', 'Citations': '9,481', 'Highly Influential Citations': '1,468'}]"
Benjamin James Lansdell;Prashanth Ravi Prakash;Konrad Paul Kording,"['https://www.semanticscholar.org/author/Benjamin-James-Lansdell/9558586', 'https://www.semanticscholar.org/author/Prashanth-Ravi-Prakash/35990103', 'https://www.semanticscholar.org/author/Konrad-Paul-K%C3%B6rding/144231671']","[{'Publications': '13', 'h-index': '5', 'Citations': '88', 'Highly Influential Citations': '5'}, {'Publications': '13', 'h-index': '5', 'Citations': '160', 'Highly Influential Citations': '13'}, {'Publications': '35', 'h-index': '12', 'Citations': '1,151', 'Highly Influential Citations': '80'}]"
Tribhuvanesh Orekondy;Bernt Schiele;Mario Fritz,"['https://www.semanticscholar.org/author/Tribhuvanesh-Orekondy/9517443', 'https://www.semanticscholar.org/author/Bernt-Schiele/48920094', 'https://www.semanticscholar.org/author/Mario-Fritz/1739548']","[{'Publications': '13', 'h-index': '4', 'Citations': '115', 'Highly Influential Citations': '23'}, {'Publications': '503', 'h-index': '99', 'Citations': '41,307', 'Highly Influential Citations': '5,119'}, {'Publications': '198', 'h-index': '46', 'Citations': '7,800', 'Highly Influential Citations': '1,012'}]"
Yi Lin Sung;Sung-Hsien Hsieh;Soo-Chang Pei;Chun-Shien Lu,"['https://www.semanticscholar.org/author/Yi-Lin-Sung/1576236743', 'https://www.semanticscholar.org/author/Sung-Hsien-Hsieh/3340656', 'https://www.semanticscholar.org/author/Soo-Chang-Pei/97737619', 'https://www.semanticscholar.org/author/Chun-Shien-Lu/144854327']","[{'Publications': '1', 'h-index': '0', 'Citations': '0', 'Highly Influential Citations': '0'}, {'Publications': '31', 'h-index': '5', 'Citations': '177', 'Highly Influential Citations': '26'}, {'Publications': '22', 'h-index': '5', 'Citations': '77', 'Highly Influential Citations': '4'}, {'Publications': '171', 'h-index': '31', 'Citations': '3,221', 'Highly Influential Citations': '219'}]"
Angela Fan;Edouard Grave;Armand Joulin,"['https://www.semanticscholar.org/author/Angela-Fan/144270981', 'https://www.semanticscholar.org/author/Edouard-Grave/3024698', 'https://www.semanticscholar.org/author/Armand-Joulin/2319608']","[{'Publications': '26', 'h-index': '14', 'Citations': '1,838', 'Highly Influential Citations': '268'}, {'Publications': '57', 'h-index': '23', 'Citations': '7,711', 'Highly Influential Citations': '1,136'}, {'Publications': '74', 'h-index': '32', 'Citations': '10,653', 'Highly Influential Citations': '1,533'}]"
Zuyue Fu;Zhuoran Yang;Yongxin Chen;Zhaoran Wang,"['https://www.semanticscholar.org/author/Zuyue-Fu/89704452', 'https://www.semanticscholar.org/author/Zhuoran-Yang/150358650', 'https://www.semanticscholar.org/author/Yongxin-Chen/2369515', 'https://www.semanticscholar.org/author/Zhaoran-Wang/3113442']","[{'Publications': '6', 'h-index': '2', 'Citations': '11', 'Highly Influential Citations': '3'}, {'Publications': '41', 'h-index': '7', 'Citations': '182', 'Highly Influential Citations': '22'}, {'Publications': '107', 'h-index': '15', 'Citations': '892', 'Highly Influential Citations': '39'}, {'Publications': '78', 'h-index': '20', 'Citations': '1,193', 'Highly Influential Citations': '132'}]"
Pawel Korus;Nasir Memon,"['https://www.semanticscholar.org/author/Pawel-Korus/1984673', 'https://www.semanticscholar.org/author/Nasir-D.-Memon/145095247']","[{'Publications': '30', 'h-index': '9', 'Citations': '344', 'Highly Influential Citations': '32'}, {'Publications': '390', 'h-index': '59', 'Citations': '13,325', 'Highly Influential Citations': '1,155'}]"
