authors_review,authors_links,author_stats
Junyoung Chung;Sungjin Ahn;Yoshua Bengio,"['https://www.semanticscholar.org/author/Junyoung-Chung/8270717', 'https://www.semanticscholar.org/author/Sungjin-Ahn/3103594', 'https://www.semanticscholar.org/author/Yoshua-Bengio/1751762']","[{'Publications': '21', 'h-index': '9', 'Citations': '5,932', 'Highly Influential Citations': '938'}, {'Publications': '41', 'h-index': '12', 'Citations': '1,364', 'Highly Influential Citations': '162'}, {'Publications': '807', 'h-index': '147', 'Citations': '205,027', 'Highly Influential Citations': '24,136'}]"
Matko Bošnjak;Tim Rocktäschel;Jason Naradowsky;Sebastian Riedel,"['https://www.semanticscholar.org/author/Matko-Bosnjak/2709802', 'https://www.semanticscholar.org/author/Tim-Rockt%C3%A4schel/2620211', 'https://www.semanticscholar.org/author/Jason-Naradowsky/2300343', 'https://www.semanticscholar.org/author/Sebastian-Riedel/145941664']","[{'Publications': '24', 'h-index': '11', 'Citations': '3,517', 'Highly Influential Citations': '477'}, {'Publications': '48', 'h-index': '22', 'Citations': '2,272', 'Highly Influential Citations': '282'}, {'Publications': '27', 'h-index': '12', 'Citations': '835', 'Highly Influential Citations': '126'}, {'Publications': '230', 'h-index': '35', 'Citations': '5,852', 'Highly Influential Citations': '891'}]"
Frank S.He;Yang Liu;Alexander G. Schwing;Jian Peng,"['https://www.semanticscholar.org/author/Frank-S.-He/46463180', 'https://www.semanticscholar.org/author/Yang-Liu/47909037', 'https://www.semanticscholar.org/author/Alexander-G.-Schwing/2068227', 'https://www.semanticscholar.org/author/Jian-Peng/144439558']","[{'Publications': '6', 'h-index': '2', 'Citations': '55', 'Highly Influential Citations': '8'}, {'Publications': '52', 'h-index': '8', 'Citations': '284', 'Highly Influential Citations': '29'}, {'Publications': '117', 'h-index': '31', 'Citations': '3,755', 'Highly Influential Citations': '348'}, {'Publications': '120', 'h-index': '23', 'Citations': '2,121', 'Highly Influential Citations': '207'}]"
Junbo Zhao;Michael Mathieu;Yann LeCun,"['https://www.semanticscholar.org/author/Junbo-Jake-Zhao/7818229', 'https://www.semanticscholar.org/author/Micha%C3%ABl-Mathieu/143949035', 'https://www.semanticscholar.org/author/Yann-LeCun/1688882']","[{'Publications': '14', 'h-index': '9', 'Citations': '3,383', 'Highly Influential Citations': '451'}, {'Publications': '18', 'h-index': '16', 'Citations': '8,016', 'Highly Influential Citations': '767'}, {'Publications': '345', 'h-index': '107', 'Citations': '92,622', 'Highly Influential Citations': '10,396'}]"
Mengye Ren;Renjie Liao;Raquel Urtasun;Fabian H. Sinz;Richard S. Zemel,"['https://www.semanticscholar.org/author/Mengye-Ren/2540599', 'https://www.semanticscholar.org/author/Renjie-Liao/2246396', 'https://www.semanticscholar.org/author/Raquel-Urtasun/2422559', 'https://www.semanticscholar.org/author/Fabian-H-Sinz/50095217', 'https://www.semanticscholar.org/author/Richard-S.-Zemel/1804104']","[{'Publications': '18', 'h-index': '12', 'Citations': '1,502', 'Highly Influential Citations': '213'}, {'Publications': '63', 'h-index': '22', 'Citations': '1,615', 'Highly Influential Citations': '208'}, {'Publications': '245', 'h-index': '73', 'Citations': '24,598', 'Highly Influential Citations': '3,464'}, {'Publications': '44', 'h-index': '16', 'Citations': '1,727', 'Highly Influential Citations': '258'}, {'Publications': '208', 'h-index': '52', 'Citations': '21,678', 'Highly Influential Citations': '2,504'}]"
Jiwei Li;Alexander H. Miller;Sumit Chopra;Marc'Aurelio Ranzato;Jason Weston,"['https://www.semanticscholar.org/author/Jiwei-Li/5183779', 'https://www.semanticscholar.org/author/Alexander-H.-Miller/143622869', 'https://www.semanticscholar.org/author/Sumit-Chopra/3295092', ""https://www.semanticscholar.org/author/Marc'Aurelio-Ranzato/1706809"", 'https://www.semanticscholar.org/author/Jason-Weston/145183709']","[{'Publications': '100', 'h-index': '30', 'Citations': '5,787', 'Highly Influential Citations': '835'}, {'Publications': '16', 'h-index': '10', 'Citations': '975', 'Highly Influential Citations': '116'}, {'Publications': '56', 'h-index': '22', 'Citations': '11,361', 'Highly Influential Citations': '1,149'}, {'Publications': '91', 'h-index': '43', 'Citations': '21,223', 'Highly Influential Citations': '2,114'}, {'Publications': '243', 'h-index': '78', 'Citations': '45,098', 'Highly Influential Citations': '5,838'}]"
Bradly C Stadie;Pieter Abbeel;Ilya Sutskever,"['https://www.semanticscholar.org/author/Bradly-C.-Stadie/3275284', 'https://www.semanticscholar.org/author/Pieter-Abbeel/1689992', 'https://www.semanticscholar.org/author/Ilya-Sutskever/1701686']","[{'Publications': '16', 'h-index': '7', 'Citations': '773', 'Highly Influential Citations': '50'}, {'Publications': '433', 'h-index': '94', 'Citations': '36,938', 'Highly Influential Citations': '4,451'}, {'Publications': '90', 'h-index': '53', 'Citations': '132,389', 'Highly Influential Citations': '17,007'}]"
Chris J. Maddison;Andriy Mnih;Yee Whye Teh,"['https://www.semanticscholar.org/author/Chris-J.-Maddison/2772217', 'https://www.semanticscholar.org/author/Andriy-Mnih/1714004', 'https://www.semanticscholar.org/author/Yee-Whye-Teh/1725303']","[{'Publications': '30', 'h-index': '15', 'Citations': '8,342', 'Highly Influential Citations': '525'}, {'Publications': '37', 'h-index': '21', 'Citations': '9,769', 'Highly Influential Citations': '1,554'}, {'Publications': '249', 'h-index': '52', 'Citations': '23,411', 'Highly Influential Citations': '3,226'}]"
Pavlo Molchanov;Stephen Tyree;Tero Karras;Timo Aila;Jan Kautz,"['https://www.semanticscholar.org/author/Pavlo-Molchanov/2824500', 'https://www.semanticscholar.org/author/Stephen-Tyree/2342481', 'https://www.semanticscholar.org/author/Tero-Karras/2976930', 'https://www.semanticscholar.org/author/Timo-Aila/1761103', 'https://www.semanticscholar.org/author/Jan-Kautz/1690538']","[{'Publications': '46', 'h-index': '14', 'Citations': '1,772', 'Highly Influential Citations': '196'}, {'Publications': '42', 'h-index': '17', 'Citations': '2,424', 'Highly Influential Citations': '269'}, {'Publications': '42', 'h-index': '21', 'Citations': '4,718', 'Highly Influential Citations': '848'}, {'Publications': '68', 'h-index': '32', 'Citations': '6,174', 'Highly Influential Citations': '993'}, {'Publications': '301', 'h-index': '57', 'Citations': '13,942', 'Highly Influential Citations': '1,885'}]"
Yunchen Pu;Martin Renqiang Min;Zhe Gan;Lawrence Carin,"['https://www.semanticscholar.org/author/Yunchen-Pu/2750075', 'https://www.semanticscholar.org/author/Martin-Renqiang-Min/5477477', 'https://www.semanticscholar.org/author/Zhe-Gan/144702900', 'https://www.semanticscholar.org/author/Lawrence-Carin/145006560']","[{'Publications': '44', 'h-index': '14', 'Citations': '1,153', 'Highly Influential Citations': '119'}, {'Publications': '58', 'h-index': '14', 'Citations': '887', 'Highly Influential Citations': '103'}, {'Publications': '85', 'h-index': '25', 'Citations': '2,310', 'Highly Influential Citations': '320'}, {'Publications': '819', 'h-index': '66', 'Citations': '19,351', 'Highly Influential Citations': '1,985'}]"
Eyrun Eyjolfsdottir;Kristin Branson;Yisong Yue;Pietro Perona,"['https://www.semanticscholar.org/author/Eyrun-Eyjolfsdottir/2948199', 'https://www.semanticscholar.org/author/Kristin-Branson/2424812', 'https://www.semanticscholar.org/author/Yisong-Yue/1740159', 'https://www.semanticscholar.org/author/Pietro-Perona/1690922']","[{'Publications': '9', 'h-index': '6', 'Citations': '252', 'Highly Influential Citations': '27'}, {'Publications': '41', 'h-index': '19', 'Citations': '1,706', 'Highly Influential Citations': '140'}, {'Publications': '121', 'h-index': '29', 'Citations': '3,233', 'Highly Influential Citations': '391'}, {'Publications': '444', 'h-index': '91', 'Citations': '63,330', 'Highly Influential Citations': '8,572'}]"
Chelsea Finn;Tianhe Yu;Justin Fu;Pieter Abbeel;Sergey Levine,"['https://www.semanticscholar.org/author/Chelsea-Finn/46881670', 'https://www.semanticscholar.org/author/Tianhe-Yu/10909315', 'https://www.semanticscholar.org/author/Justin-Fu/2550764', 'https://www.semanticscholar.org/author/Pieter-Abbeel/1689992', 'https://www.semanticscholar.org/author/Sergey-Levine/1736651']","[{'Publications': '98', 'h-index': '33', 'Citations': '7,805', 'Highly Influential Citations': '1,047'}, {'Publications': '17', 'h-index': '8', 'Citations': '583', 'Highly Influential Citations': '68'}, {'Publications': '20', 'h-index': '10', 'Citations': '551', 'Highly Influential Citations': '81'}, {'Publications': '433', 'h-index': '94', 'Citations': '36,938', 'Highly Influential Citations': '4,451'}, {'Publications': '310', 'h-index': '73', 'Citations': '24,658', 'Highly Influential Citations': '3,204'}]"
Pratik Chaudhari;Anna Choromanska;Stefano Soatto;Yann LeCun;Carlo Baldassi;Christian Borgs;Jennifer Chayes;Levent Sagun;Riccardo Zecchina,"['https://www.semanticscholar.org/author/Pratik-Chaudhari/143976382', 'https://www.semanticscholar.org/author/Anna-Choromanska/3216141', 'https://www.semanticscholar.org/author/Stefano-Soatto/1715959', 'https://www.semanticscholar.org/author/Yann-LeCun/1688882', 'https://www.semanticscholar.org/author/Carlo-Baldassi/3066793', 'https://www.semanticscholar.org/author/Christian-Borgs/1721812', 'https://www.semanticscholar.org/author/Jennifer-T.-Chayes/1695997', 'https://www.semanticscholar.org/author/Levent-Sagun/2246570', 'https://www.semanticscholar.org/author/Riccardo-Zecchina/1719010']","[{'Publications': '32', 'h-index': '9', 'Citations': '639', 'Highly Influential Citations': '76'}, {'Publications': '89', 'h-index': '19', 'Citations': '2,479', 'Highly Influential Citations': '231'}, {'Publications': '458', 'h-index': '61', 'Citations': '15,626', 'Highly Influential Citations': '1,438'}, {'Publications': '345', 'h-index': '107', 'Citations': '92,622', 'Highly Influential Citations': '10,396'}, {'Publications': '57', 'h-index': '13', 'Citations': '910', 'Highly Influential Citations': '82'}, {'Publications': '191', 'h-index': '39', 'Citations': '5,823', 'Highly Influential Citations': '613'}, {'Publications': '144', 'h-index': '38', 'Citations': '5,449', 'Highly Influential Citations': '574'}, {'Publications': '22', 'h-index': '12', 'Citations': '960', 'Highly Influential Citations': '129'}, {'Publications': '180', 'h-index': '37', 'Citations': '5,466', 'Highly Influential Citations': '459'}]"
David Alvarez-Melis;Tommi S. Jaakkola,"['https://www.semanticscholar.org/author/David-Alvarez-Melis/1390096054', 'https://www.semanticscholar.org/author/Tommi-S.-Jaakkola/35132120']","[{'Publications': '26', 'h-index': '11', 'Citations': '580', 'Highly Influential Citations': '57'}, {'Publications': '292', 'h-index': '69', 'Citations': '22,163', 'Highly Influential Citations': '2,321'}]"
Michael Chang;Tomer Ullman;Antonio Torralba;Joshua Tenenbaum,"['https://www.semanticscholar.org/author/Michael-Chang/47235561', 'https://www.semanticscholar.org/author/Tomer-Ullman/37774552', 'https://www.semanticscholar.org/author/Antonio-Torralba/143805211', 'https://www.semanticscholar.org/author/Joshua-B.-Tenenbaum/1763295']","[{'Publications': '42', 'h-index': '16', 'Citations': '1,155', 'Highly Influential Citations': '84'}, {'Publications': '33', 'h-index': '8', 'Citations': '559', 'Highly Influential Citations': '32'}, {'Publications': '281', 'h-index': '88', 'Citations': '48,619', 'Highly Influential Citations': '6,342'}, {'Publications': '590', 'h-index': '83', 'Citations': '30,839', 'Highly Influential Citations': '2,683'}]"
Janarthanan Rajendran;Aravind Lakshminarayanan;Mitesh M. Khapra;Prasanna P;Balaraman Ravindran,"['https://www.semanticscholar.org/author/Janarthanan-Rajendran/10197529', 'https://www.semanticscholar.org/author/Aravind-S.-Lakshminarayanan/2943530', 'https://www.semanticscholar.org/author/Mitesh-M.-Khapra/2361078', 'https://www.semanticscholar.org/author/P.-Prasanna/145391047', 'https://www.semanticscholar.org/author/Balaraman-Ravindran/1723632']","[{'Publications': '14', 'h-index': '6', 'Citations': '104', 'Highly Influential Citations': '10'}, {'Publications': '13', 'h-index': '7', 'Citations': '167', 'Highly Influential Citations': '9'}, {'Publications': '91', 'h-index': '18', 'Citations': '1,337', 'Highly Influential Citations': '153'}, {'Publications': '8', 'h-index': '3', 'Citations': '36', 'Highly Influential Citations': '4'}, {'Publications': '234', 'h-index': '28', 'Citations': '2,503', 'Highly Influential Citations': '202'}]"
Eleanor Batty;Josh Merel;Nora Brackbill;Alexander Heitman;Alexander Sher;Alan Litke;E.J. Chichilnisky;Liam Paninski,"['https://www.semanticscholar.org/author/Eleanor-Batty/34794454', 'https://www.semanticscholar.org/author/Josh-Merel/1879232', 'https://www.semanticscholar.org/author/Nora-Brackbill/8992425', 'https://www.semanticscholar.org/author/Alexander-Heitman/5108054', 'https://www.semanticscholar.org/author/Alexander-Sher/144488493', 'https://www.semanticscholar.org/author/Alan-M.-Litke/3323053', 'https://www.semanticscholar.org/author/E.-J.-Chichilnisky/144345443', 'https://www.semanticscholar.org/author/Liam-Paninski/1763504']","[{'Publications': '6', 'h-index': '4', 'Citations': '94', 'Highly Influential Citations': '8'}, {'Publications': '29', 'h-index': '16', 'Citations': '1,658', 'Highly Influential Citations': '127'}, {'Publications': '12', 'h-index': '6', 'Citations': '277', 'Highly Influential Citations': '11'}, {'Publications': '5', 'h-index': '3', 'Citations': '84', 'Highly Influential Citations': '3'}, {'Publications': '161', 'h-index': '32', 'Citations': '6,185', 'Highly Influential Citations': '487'}, {'Publications': '78', 'h-index': '34', 'Citations': '5,651', 'Highly Influential Citations': '476'}, {'Publications': '24', 'h-index': '11', 'Citations': '455', 'Highly Influential Citations': '27'}, {'Publications': '251', 'h-index': '50', 'Citations': '10,827', 'Highly Influential Citations': '983'}]"
Jianwei Yang;Anitha Kannan;Dhruv Batra;Devi Parikh,"['https://www.semanticscholar.org/author/Jianwei-Yang/145743311', 'https://www.semanticscholar.org/author/Anitha-Kannan/145721096', 'https://www.semanticscholar.org/author/Dhruv-Batra/1746610', 'https://www.semanticscholar.org/author/Devi-Parikh/153432684']","[{'Publications': '79', 'h-index': '13', 'Citations': '2,007', 'Highly Influential Citations': '252'}, {'Publications': '66', 'h-index': '20', 'Citations': '1,723', 'Highly Influential Citations': '186'}, {'Publications': '147', 'h-index': '41', 'Citations': '8,468', 'Highly Influential Citations': '1,150'}, {'Publications': '185', 'h-index': '55', 'Citations': '15,162', 'Highly Influential Citations': '2,387'}]"
Ke Li;Jitendra Malik,"['https://www.semanticscholar.org/author/Ke-Li/144954689', 'https://www.semanticscholar.org/author/Jitendra-Malik/143751119']","[{'Publications': '782', 'h-index': '43', 'Citations': '7,826', 'Highly Influential Citations': '307'}, {'Publications': '429', 'h-index': '116', 'Citations': '75,103', 'Highly Influential Citations': '7,769'}]"
Xi Chen;Diederik P. Kingma;Tim Salimans;Yan Duan;Prafulla Dhariwal;John Schulman;Ilya Sutskever;Pieter Abbeel,"['https://www.semanticscholar.org/author/Xi-Chen/41192764', 'https://www.semanticscholar.org/author/Diederik-P.-Kingma/1726807', 'https://www.semanticscholar.org/author/Tim-Salimans/2887364', 'https://www.semanticscholar.org/author/Yan-Duan/144581158', 'https://www.semanticscholar.org/author/Prafulla-Dhariwal/6515819', 'https://www.semanticscholar.org/author/John-Schulman/47971768', 'https://www.semanticscholar.org/author/Ilya-Sutskever/1701686', 'https://www.semanticscholar.org/author/Pieter-Abbeel/1689992']","[{'Publications': '444', 'h-index': '42', 'Citations': '13,601', 'Highly Influential Citations': '1,548'}, {'Publications': '26', 'h-index': '19', 'Citations': '56,020', 'Highly Influential Citations': '10,288'}, {'Publications': '35', 'h-index': '13', 'Citations': '6,679', 'Highly Influential Citations': '1,037'}, {'Publications': '48', 'h-index': '19', 'Citations': '5,544', 'Highly Influential Citations': '643'}, {'Publications': '12', 'h-index': '6', 'Citations': '3,327', 'Highly Influential Citations': '906'}, {'Publications': '55', 'h-index': '31', 'Citations': '15,023', 'Highly Influential Citations': '2,492'}, {'Publications': '90', 'h-index': '53', 'Citations': '132,389', 'Highly Influential Citations': '17,007'}, {'Publications': '433', 'h-index': '94', 'Citations': '36,938', 'Highly Influential Citations': '4,451'}]"
David Warde-Farley;Yoshua Bengio,"['https://www.semanticscholar.org/author/David-Warde-Farley/1393680089', 'https://www.semanticscholar.org/author/Yoshua-Bengio/1751762']","[{'Publications': '27', 'h-index': '19', 'Citations': '24,367', 'Highly Influential Citations': '3,870'}, {'Publications': '807', 'h-index': '147', 'Citations': '205,027', 'Highly Influential Citations': '24,136'}]"
Brian Cheung;Eric Weiss;Bruno Olshausen,"['https://www.semanticscholar.org/author/Brian-Cheung/144018734', 'https://www.semanticscholar.org/author/Eric-Weiss/21312723', 'https://www.semanticscholar.org/author/Bruno-A.-Olshausen/1708655']","[{'Publications': '46', 'h-index': '12', 'Citations': '1,512', 'Highly Influential Citations': '147'}, {'Publications': '40', 'h-index': '11', 'Citations': '425', 'Highly Influential Citations': '26'}, {'Publications': '133', 'h-index': '38', 'Citations': '15,088', 'Highly Influential Citations': '1,160'}]"
Zhilin Yang;Bhuwan Dhingra;Ye Yuan;Junjie Hu;William W. Cohen;Ruslan Salakhutdinov,"['https://www.semanticscholar.org/author/Zhilin-Yang/47087291', 'https://www.semanticscholar.org/author/Bhuwan-Dhingra/34994191', 'https://www.semanticscholar.org/author/Ye-Yuan/30556331', 'https://www.semanticscholar.org/author/Junjie-Hu/145919378', 'https://www.semanticscholar.org/author/William-W.-Cohen/50056360', 'https://www.semanticscholar.org/author/Ruslan-Salakhutdinov/145124475']","[{'Publications': '90', 'h-index': '26', 'Citations': '4,991', 'Highly Influential Citations': '798'}, {'Publications': '37', 'h-index': '15', 'Citations': '1,208', 'Highly Influential Citations': '169'}, {'Publications': '115', 'h-index': '17', 'Citations': '1,404', 'Highly Influential Citations': '123'}, {'Publications': '21', 'h-index': '11', 'Citations': '510', 'Highly Influential Citations': '34'}, {'Publications': '424', 'h-index': '68', 'Citations': '22,626', 'Highly Influential Citations': '2,627'}, {'Publications': '254', 'h-index': '82', 'Citations': '67,952', 'Highly Influential Citations': '7,814'}]"
Zhilin Yang;Ruslan Salakhutdinov;William W. Cohen,"['https://www.semanticscholar.org/author/Zhilin-Yang/47087291', 'https://www.semanticscholar.org/author/Ruslan-Salakhutdinov/145124475', 'https://www.semanticscholar.org/author/William-W.-Cohen/50056360']","[{'Publications': '90', 'h-index': '26', 'Citations': '4,991', 'Highly Influential Citations': '798'}, {'Publications': '254', 'h-index': '82', 'Citations': '67,952', 'Highly Influential Citations': '7,814'}, {'Publications': '424', 'h-index': '68', 'Citations': '22,626', 'Highly Influential Citations': '2,627'}]"
